"Nr","Lat","Long","Municipio","CodIbge","Estado","Bioma","AreaKm2","Desmatamento2000","incremento2001","incremento2002","incremento2003","incremento2004","incremento2005","incremento2006","incremento2007","incremento2008","incremento2009","incremento2010","incremento2011","incremento2012","incremento2013","incremento2014","incremento2015","incremento2016","incremento2017","incremento2018","incremento2019","incremento2020","incremento2021","incremento2022","Floresta2022","NaoFloresta","Hidrografia"
682,-3.25148373349995,-44.2104652740437,"Santa Rita",2110203,"MA","Cerrado",78.61611,10.7,0.2,0.2,0.7,0.7,1.2,1.2,3.3,3.3,1.2,1.2,0.2,0.2,0.5,0.6,0.1,0,0.2,0.4,0.4,2.2,0.8,0.9,48,0,0
685,-4.81408689999998,-44.4808899049361,"Santo Antônio dos Lopes",2110302,"MA","Cerrado",774.98587,591.1,2.4,2.4,16.7,16.7,5,5,5.5,5.5,2.6,2.6,1.1,1.1,0,0,0.7,1.1,0.7,0.7,1.6,0.6,2.3,3.6,105,0,0
687,-2.78515660199994,-44.9357455159961,"São Bento",2110500,"MA","Amazônia",455.86981,0.1,356.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,-8.7,100.4,0.4
689,-6.85222132849995,-44.6012127148697,"São Domingos do Azeitão",2110658,"MA","Cerrado",963.85962,172.2,24.3,24.3,18.9,18.9,7.5,7.5,4.4,4.4,3.2,3.2,7,7,15.1,9.3,10.5,8.4,14.6,4,4.8,10.5,10.9,7.3,565,0,0.1
690,-5.66437384699995,-44.3174312872807,"São Domingos do Maranhão",2110708,"MA","Cerrado",1145.74102,474.4,35,35,53.8,53.8,29.8,29.8,39.7,39.7,15.1,15.1,14.7,14.7,16.6,12.8,12.3,7.7,10.7,11.4,11.5,8.8,12,13.8,176.6,0,0.1
691,-7.10777492549997,-44.8856831129021,"São Félix de Balsas",2110807,"MA","Cerrado",2037.23222,31,9.5,9.5,6,6,4.2,4.2,17,17,4.1,4.1,4.3,4.3,14.3,8.4,15.7,19.8,10.2,68.6,11.6,61.2,45.1,43.3,1614.4,0,3.6
692,-5.17059786349995,-47.3236332008483,"São Francisco do Brejão",2110856,"MA","Amazônia",745.40993,693.2,0,0.2,0,2.9,2.6,3.8,2.7,2.3,1.5,0.3,1.1,0.6,0,1.1,0.9,0.3,0.4,0.3,0.3,0.7,0.5,0.3,24,0,0
693,-5.30222762897415,-47.29406043404,"São Francisco do Brejão",2110856,"MA","Cerrado",1.09765,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
695,-3.01104645099997,-44.7970223632902,"São João Batista",2111003,"MA","Amazônia",643.47546,0,142.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9,354.7,100.8
696,-3.50027561199994,-46.3033061475468,"São João do Carú",2111029,"MA","Amazônia",910.90904,580.1,35.9,7.7,0,15.8,11.5,0.3,1.3,0.2,21.7,1.9,4.4,0.6,2.3,0.7,0,0.2,0.3,0,0.1,0.9,0,0.1,482.8,0,0
697,-6.43956309949994,-46.907168164747,"São João do Paraíso",2111052,"MA","Cerrado",2047.72303,509,20.7,20.7,18.7,18.7,41,41,20.1,20.1,15.9,15.9,26.2,26.2,31.9,19.7,58.3,22.9,33.2,27.2,18.8,30.1,51.4,59.8,899.6,0,0
698,-5.03313998349995,-43.764807152984,"São João do Soter",2111078,"MA","Cerrado",1437.8653,105.9,30.7,30.7,27,27,30.2,30.2,31.1,31.1,23.6,23.6,14,14,8.5,19.6,25.6,9.7,31,37.6,35.9,33.4,35.3,23.4,756.8,0,1.6
700,-2.58032325249994,-44.1373611743993,"São José de Ribamar",2111201,"MA","Amazônia",184.33745,12.7,23.1,34.7,7.1,6.1,4.3,2,0,5.2,0,0.3,0.5,0.6,0,0.3,0.1,0,0.2,0.1,0.1,0.6,0.1,0.1,73.6,0,8.2
701,-5.01758646949997,-44.5540139112653,"São José dos Basílios",2111250,"MA","Cerrado",355.46232,257.1,1.4,1.4,6.8,6.8,4.8,4.8,4.7,4.7,1.2,1.2,0.5,0.5,0.3,1.5,1.4,0.3,0.6,0.4,0.6,0.1,0.6,0.7,40.4,0,12.2
702,-2.63523968649997,-44.2746360418503,"São Luís",2111300,"MA","Amazônia",581.08044,25.4,189,92.8,18.4,14.5,7,1.2,1.2,15.8,0,1.3,1.5,0.2,0.3,2.1,1.1,0.6,0.4,0.5,0.6,1.2,1.5,0.6,162,0,39.1
703,-4.36078716149993,-44.8302523692758,"São Luís Gonzaga do Maranhão",2111409,"MA","Amazônia",71.21992,70.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-572.6,0.2,0
704,-4.37891931649995,-44.617817217936,"São Luís Gonzaga do Maranhão",2111409,"MA","Cerrado",903.02652,862.5,1,1,3.5,3.5,1.2,1.2,4.1,4.1,0.7,0.7,0.2,0.2,0,0.1,0.1,0.1,0.4,0.1,0.2,0.3,0.4,0.5,17,0,0
705,-3.96853572149994,-44.6230675938492,"São Mateus do Maranhão",2111508,"MA","Amazônia",101.65887,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-433,67,10.5
706,-3.98841909749996,-44.4865594719838,"São Mateus do Maranhão",2111508,"MA","Cerrado",679.77057,543.3,7.4,7.4,14.1,14.1,6.3,6.3,7.6,7.6,4.1,4.1,1.6,1.6,1.1,0.5,2.2,0.4,1.1,1.3,0.9,2.5,0.6,1.2,41.5,0,0.1
707,-5.14059244699996,-48.347459322993,"São Pedro da Água Branca",2111532,"MA","Amazônia",735.54075,446.4,3.3,0.1,2,0.2,4.4,0,1.1,0.3,0.8,0.1,0.2,0,0.2,0.1,0,0.6,0.9,0.1,0.7,1.1,1,0.3,36.2,208.7,31
708,-6.84955445099996,-46.8075989259898,"São Pedro dos Crentes",2111573,"MA","Cerrado",981.40263,142.5,14.9,14.9,17.2,17.2,20,20,8.9,8.9,8.2,8.2,22.9,22.9,17.1,9,19,11.9,10.4,7.2,7.7,5.5,8.7,10.6,546.2,0,0.9
709,-7.05436566049988,-45.6684552777472,"São Raimundo das Mangabeiras",2111607,"MA","Cerrado",3524.35806,365.3,22.8,22.8,35,35,25.6,25.6,14.1,14.1,10.7,10.7,17.7,17.7,36.8,34.9,43.8,15.5,14.8,21.2,13.2,28.8,21.8,44.6,2629.8,0,2.1
710,-5.10203816399988,-45.1633363441946,"São Raimundo do Doca Bezerra",2111631,"MA","Cerrado",422.42219,413.2,0,0,0,0,0.3,0.3,1.8,1.8,0.1,0.1,0.2,0.2,0,0,0,0.2,0,0.1,0.2,0,0,0.1,3.5,0,0
711,-5.02317045099991,-45.0313734713192,"São Roberto",2111672,"MA","Cerrado",226.15098,226.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0
712,-2.87293244999995,-44.9326869237764,"São Vicente Ferrer",2111706,"MA","Amazônia",398.85079,0,297.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,98.2,0
713,-3.93909263649997,-45.2654488794512,"Satubinha",2111722,"MA","Amazônia",445.73991,359.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,77.6,4.3
714,-5.25196626599995,-43.9772764698905,"Senador Alexandre Costa",2111748,"MA","Cerrado",431.48512,77,7.7,7.7,15.6,15.6,15.8,15.8,14.2,14.2,10.3,10.3,7.8,7.8,6.6,8.8,5.9,4.3,6.4,12.1,6.5,9.8,12.7,4.6,132.3,0,0.9
715,-5.32401224299994,-47.0207515245799,"Senador La Rocque",2111763,"MA","Amazônia",396.71974,372,0,0,0,0.2,3.1,0.2,0.2,1.5,0.4,0.1,0.5,0.2,0,0.2,0.1,1.2,0.9,0,0,0,0.1,0,-737.5,0,0
716,-5.45307389449994,-47.2639364985245,"Senador La Rocque",2111763,"MA","Cerrado",341.9574,238,0,0,1.5,1.5,7.3,7.3,15.2,15.2,2.7,2.7,1.7,1.7,0.9,1.6,1.3,0.8,0.4,0.2,0.8,0.6,0.5,1,38,0,0
717,-1.88498633249995,-45.0417445896322,"Serrano do Maranhão",2111789,"MA","Amazônia",1206.74444,1.5,1074.7,6.3,8.5,0,0,0.1,0,0.5,0.4,0.1,0,0,0.2,0.1,0.1,0,0,0.1,0,0,0,0,91.2,2.3,10.7
718,-6.27524375999994,-46.5540831397213,"Sítio Novo",2111805,"MA","Cerrado",3113.62621,403.6,42.7,42.7,52.9,52.9,40.5,40.5,57.1,57.1,30.1,30.1,48.2,48.2,45.8,55.6,65.4,38.6,37.7,30.2,57.6,35.8,64.9,56.3,1676.7,0,1.7
719,-6.48701516149995,-44.3091383848741,"Sucupira do Norte",2111904,"MA","Cerrado",1072.45492,68.4,6.5,6.5,6.3,6.3,11.1,11.1,14.1,14.1,7.7,7.7,2,2,6.7,15,11.9,16.1,14.4,9.5,11.6,13.8,25.8,23.1,760.1,0,0.2
721,-8.30940124899996,-45.8885116332647,"Tasso Fragoso",2112001,"MA","Cerrado",4375.51364,477.3,38.8,38.8,130.8,130.8,33.2,33.2,54.5,54.5,12.4,12.4,60.9,60.9,45.1,24.8,9.6,27.8,15.5,15.5,19.7,120.1,68.9,44.4,2833.4,0,11.4
722,-4.16124420199995,-43.7774253723468,"Timbiras",2112100,"MA","Cerrado",1476.97774,150.8,21.5,21.5,33.6,33.6,24.1,24.1,16.1,16.1,16,16,6.3,6.3,2.4,11.5,20.7,10.1,20.4,19.2,18,10,30.4,38.2,907.4,0,1.8
724,-4.55218344499994,-44.679274767811,"Trizidela do Vale",2112233,"MA","Cerrado",292.87744,287,0,0,0.8,0.8,0,0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0
725,-3.76066945399995,-45.5767421522251,"Tufilândia",2112274,"MA","Amazônia",265.90878,241.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.9,22.9,0
726,-5.60129244349994,-44.8547591008454,"Tuntum",2112308,"MA","Cerrado",3379.13171,1182.8,53.6,53.6,73.3,73.3,69.2,69.2,66.6,66.6,29.3,29.3,27.3,27.3,42.9,35.2,43.1,30.7,19.8,24.8,43.2,23.3,29.3,33.5,1197.2,0,34.1
727,-1.70764989299997,-45.5152967214567,"Turiaçu",2112407,"MA","Amazônia",2646.6405,47,1794.7,10.5,20.9,2.6,1.4,6.1,7.1,7.5,17,4.6,1.1,0,0.8,12,1.6,1,2.3,4.7,6.1,1.1,0.7,0,574.4,50,60
728,-2.11823157799995,-45.4391588686135,"Turilândia",2112456,"MA","Amazônia",1514.52652,16.8,1077.8,1.9,16.8,4.4,0.1,12.7,9.8,13.4,5.4,7.2,9.8,0.5,0.4,4.1,0,1.8,1.4,0.1,0.1,11.4,2.7,0.3,91.8,138.8,65.3
731,-3.73856686249997,-43.8438556596568,"Vargem Grande",2112704,"MA","Cerrado",1958.04044,91.3,22,22,18.4,18.4,16.9,16.9,18.6,18.6,14.6,14.6,10.9,10.9,2.3,15.5,10.1,4.2,14.4,17.2,13.4,12,17.2,27.1,1528.9,0,1.6
732,-3.13099625699996,-45.1872554734795,"Viana",2112803,"MA","Amazônia",1128.6806,12,456.2,0.8,1.9,2.4,0.4,0.9,4.2,6.3,0.9,0.3,0.5,0.3,2,0.3,0,0.1,0.2,0,0.4,0.1,0.6,0,42.4,380.5,197.6
733,-5.03614152699996,-48.0956388266559,"Vila Nova dos Martírios",2112852,"MA","Amazônia",1204.1263,939.7,3.6,6.2,2.4,3.5,6.5,2.5,3.2,2.1,2,0.9,1,2.3,0.5,1.8,0.3,0.2,1.1,0.7,0.6,0.5,0.6,3.5,79.8,130.9,14.8
734,-3.54950300699997,-44.9271662973204,"Vitória do Mearim",2112902,"MA","Amazônia",716.34307,36.5,178.1,0.9,1.3,0.4,0,2.5,0.8,2.9,1.7,1,0.8,0.4,1.3,0,0,0.2,0.7,0,0.1,1.4,1,1,-2.8,460.5,12.2
735,-4.15724775299995,-45.2957017681864,"Vitorino Freire",2113009,"MA","Amazônia",1184.84064,1142.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.1,46.8,0
736,-3.25558498899994,-45.9676482275563,"Zé Doca",2114007,"MA","Amazônia",2070.24986,557,1053.5,15.9,3.2,17.5,24.2,7.2,4.3,3.9,21.5,4,6.5,1.5,4.7,4.8,0.5,2,0.6,0.6,1,1,0.4,1.6,65.1,0,0
6065,-15.194956873,-56.3241756155565,"Acorizal",5100102,"MT","Cerrado",1013.82825,248.7,14.6,14.6,14.1,14.1,17.5,17.5,5,5,4.7,4.7,6.7,6.7,9.6,6.3,16.2,5.5,2.6,7.2,5.6,2.7,2.2,1.3,574.4,0,5.5
6066,-13.648588579,-53.0953867421546,"Água Boa",5100201,"MT","Amazônia",2.28835,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.4,0
6067,-14.0879183895,-52.4384011115392,"Água Boa",5100201,"MT","Cerrado",7502.4214,3174.2,213.8,213.8,179.6,179.6,90.4,90.4,60.7,60.7,27.4,27.4,15.3,15.3,25.5,26.3,69,33,32.8,31.5,18.7,24.5,15.6,11,2860.7,0,4.9
6068,-10.0423951035,-56.4022245102672,"Alta Floresta",5100250,"MT","Amazônia",9006.11428,3840.7,287.5,132.9,126.8,230.3,124.4,96.6,61.6,15.3,7.1,2.8,5.7,1.5,7,9.8,9,8.7,11.7,8.5,15.1,18.5,14.6,16.3,3671.4,271.4,33.2
6069,-17.4240631259999,-53.4568995232238,"Alto Araguaia",5100300,"MT","Cerrado",5504.45764,2152,59.5,59.5,145.6,145.6,72,72,27.8,27.8,15.3,15.3,20.7,20.7,28.5,26,32.3,16.9,22,11,9.9,6.4,12.8,4.7,2490.9,0,8.8
6070,-11.8360367245,-51.8878630462234,"Alto Boa Vista",5100359,"MT","Amazônia",1759.30981,765.4,60.1,32.8,89,46.8,38.5,9.3,7.3,18.2,13.7,3.8,19.7,4.8,2.1,1,0.5,1,6.3,20.5,0.7,1.5,15.5,4.9,433.6,160.5,0
6071,-11.7436035005,-51.4540655715325,"Alto Boa Vista",5100359,"MT","Cerrado",483.24967,187.4,14.9,14.9,6.7,6.7,6.6,6.6,3,3,1.5,1.5,1.4,1.4,4,2.4,2.1,0.6,1.1,1.1,1.2,1.7,1.1,0.8,211.3,0.1,0.1
6072,-16.8293475555,-53.644069062106,"Alto Garças",5100409,"MT","Cerrado",3773.9521,1709.7,58.9,58.9,88.7,88.7,19.5,19.5,8.6,8.6,8.2,8.2,8.9,8.9,14.9,13,22.8,10.4,6.8,6.4,3.5,7.7,9.5,1.5,1579.8,0,1.4
6073,-14.8722462475,-56.8418016802392,"Alto Paraguai",5100508,"MT","Amazônia",210.50405,176.1,1.4,1.8,0.1,0.1,0.2,0.3,0.5,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0,0,0,28.3,1.1,0.5
6074,-14.7744311445,-56.6279969431828,"Alto Paraguai",5100508,"MT","Cerrado",1640.56785,494.5,22.6,22.6,24.8,24.8,18.5,18.5,9.3,9.3,3.3,3.3,7.2,7.2,3.9,3.4,9.6,6.5,3.8,6.9,2.5,5.4,4.1,2.7,925.2,0,0.1
6075,-17.7724218924999,-53.3489303662084,"Alto Taquari",5100607,"MT","Cerrado",1436.42551,1041,18.2,18.2,10.7,10.7,7.1,7.1,1,1,0.9,0.9,1,1,0.9,1.8,1,0.3,0.5,0.4,1.1,0.1,0.2,0.3,309.9,0,0.8
6076,-8.58297198449995,-58.0152581564534,"Apiacás",5100805,"MT","Amazônia",20364.58875,817.7,73.3,256.5,342.2,228.9,148.3,49.5,72.6,46,13.7,15,14.1,12.1,18.6,12,16.4,18.1,27.1,28.8,85.6,51.8,97,79.1,16519,1069.5,253.2
6077,-15.0758779074999,-51.7923166905915,"Araguaiana",5101001,"MT","Cerrado",6409.19522,2084.6,157.9,157.9,101,101,82.7,82.7,41.4,41.4,31.3,31.3,29.6,29.6,59.7,9.9,17.2,55.9,15,16.6,18.3,12.9,22.7,13.5,3144.4,0,50.2
6078,-16.70370983,-53.1404183743491,"Araguainha",5101209,"MT","Cerrado",687.88847,179.7,4.6,4.6,8.8,8.8,4.5,4.5,4.2,4.2,1.8,1.8,1,1,2.1,1.2,1.8,7,2.7,1.6,1.6,1.8,2.6,1.3,432.6,0,1.3
6079,-15.2875199585,-58.4071617246567,"Araputanga",5101258,"MT","Amazônia",1262.69227,1166.8,0.7,1.4,1.5,0.2,0.1,0.4,0,0.2,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0.1,0,89.7,0,0.2
6080,-15.0898562665,-58.6257334412348,"Araputanga",5101258,"MT","Cerrado",331.85917,39.3,0.1,0.1,3.2,3.2,0.1,0.1,0.6,0.6,0.8,0.8,0.1,0.1,0.7,0.8,0,0,0,0,0.1,5.9,1.8,0.8,271.7,0,0.3
6081,-14.5045816530501,-56.8736349337471,"Arenápolis",5101308,"MT","Amazônia",413.06821,350.1,9.7,0.4,0.7,1.6,1.3,0.6,0.5,0.2,0.2,0.1,0,0,0.4,0.1,0.1,0,0,0.7,0.7,0.1,0.3,0,44.7,0,0
6082,-10.1035033509999,-59.7183721785514,"Aripuanã",5101407,"MT","Amazônia",25044.78932,1898.9,174.8,347.8,404.8,383,330.6,51.9,83.8,80.4,41.4,31.7,34,21.4,40,40.3,51.7,83.5,91.9,110.7,153.9,142.9,170.3,132.7,19824.3,288.2,36.3
6083,-16.060073479,-55.7852287824538,"Barão de Melgaço",5101605,"MT","Cerrado",15.9397,5.9,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,8.1,0,0
6084,-16.70021142,-56.0034665022296,"Barão de Melgaço",5101605,"MT","Pantanal",11432.75486,694.5,19.6,19.6,19.6,19.6,30,30,24.6,24.6,34.2,34.2,15.1,9.2,9.2,18.8,34.8,34.8,80.4,42.2,30.4,21.1,7,94.3,9878.2,0,206
6085,-15.1877173499999,-57.3619807285191,"Barra do Bugres",5101704,"MT","Amazônia",4551.27859,2610.6,102.5,69.9,48.4,38.9,28.9,4.8,8.5,7.7,11.3,3.5,4.5,2.9,2.1,2.8,4.5,2.6,6.9,2.8,2.7,1.5,6.7,23.5,1451.5,71.5,14
6086,-15.1895649109999,-56.9656546638072,"Barra do Bugres",5101704,"MT","Cerrado",1498.54126,326.6,9.9,9.9,5.6,5.6,41.9,41.9,4.3,4.3,0.5,0.5,0.7,0.7,18.5,7.8,2.5,1.2,1.6,1.4,0.7,3.6,4.8,0.3,1000.6,0,2.3
6087,-15.357785264,-52.6588780626882,"Barra do Garças",5101803,"MT","Cerrado",9125.18385,3277.4,106.6,106.6,119.6,119.6,49.6,49.6,36.3,36.3,16.9,16.9,14.3,14.3,16.2,17.3,32.3,14.9,11,6.4,6.4,10.7,14.4,8.2,5009.6,0,13.9
6088,-12.2014012344999,-51.7773786888051,"Bom Jesus do Araguaia",5101852,"MT","Amazônia",4191.78399,2201,110.8,93.7,107.3,66.8,80.8,4.1,4.9,14.5,10.9,2.4,12.2,1.9,0.3,2.5,18.8,11.1,9.5,4.3,1.8,2.5,1.2,0.9,1120.7,307,1.9
6089,-12.4222428634999,-51.3466227561438,"Bom Jesus do Araguaia",5101852,"MT","Cerrado",71.98763,2.8,1.2,1.2,2,2,1,1,1.3,1.3,0.9,0.9,0.3,0.3,3.2,0.2,2.5,0.5,1.8,0.8,3.3,0.8,1.4,2,38.3,0,0
6090,-12.106893998,-58.1632471197001,"Brasnorte",5101902,"MT","Amazônia",11138.42324,2572,33.7,240.9,442.8,304.2,222.1,62.2,49.5,113.9,15.1,11.5,13.3,9.2,11.6,15.7,30.3,26.3,25.3,14.8,47.4,33.4,12.1,14.3,6426.1,339.4,54
6091,-12.614968636,-58.1104900697348,"Brasnorte",5101902,"MT","Cerrado",4846.86238,1338.3,128,128,254,254,63.3,63.3,26.5,26.5,5,5,11.1,11.1,24.5,8.2,15,4.9,2.9,12.6,2.2,4.7,5.7,10.3,2434.3,0.2,6.2
6092,-16.238693754,-58.1405368446362,"Cáceres",5102504,"MT","Amazônia",3456.03324,693.4,47.5,29,58.7,30,40.4,25.3,8.1,9.5,1.3,0.9,1,1.5,4.8,0.9,4.9,4.9,5.4,1,2,5.4,5.1,5.4,587,1882.2,5.7
6093,-16.208645837,-57.5381598868016,"Cáceres",5102504,"MT","Cerrado",3446.31848,795.4,52.5,52.5,65.8,65.8,35,35,17.8,17.8,9.2,9.2,1.5,1.5,20.2,10.7,13.4,19.5,1.8,21.1,5.8,14.5,8.1,5.4,2166.2,0,0.3
6094,-16.6616691059999,-58.0462192400404,"Cáceres",5102504,"MT","Pantanal",17422.29079,2326.6,135.7,135.7,135.7,135.7,67.7,67.7,43.5,43.5,33,33,45.6,29.7,29.7,31.9,40.5,40.5,32.9,49.4,20.5,25,27.1,19.5,12190.9,0.4,1680.6
6095,-13.649382072,-53.1191795274679,"Campinápolis",5102603,"MT","Amazônia",6.7402,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0.4,0.5
6096,-14.2645198264999,-53.1906947683283,"Campinápolis",5102603,"MT","Cerrado",5967.51964,1311,71.9,71.9,173.1,173.1,57.3,57.3,39.4,39.4,24.7,24.7,30.7,30.7,44.8,16.5,41.7,16,53.1,14.3,11,11.5,5.4,12.7,3622.1,0,12.8
6097,-13.2212951435,-57.5980261440167,"Campo Novo do Parecis",5102637,"MT","Amazônia",230.56111,53.5,0,5.9,0.3,9.6,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0.4,1.2
6098,-13.6586847375,-57.8865647195269,"Campo Novo do Parecis",5102637,"MT","Cerrado",9198.37903,3921.7,74.8,74.8,158,158,19.2,19.2,38.6,38.6,1.8,1.8,9.1,9.1,3.7,2.4,2.8,11.2,2.3,0.2,4.5,0.1,8.4,11.1,4602.7,0,23.8
6099,-15.4721811264999,-55.0732748563959,"Campo Verde",5102678,"MT","Cerrado",5421.22013,3447.6,83.4,83.4,135,135,29.5,29.5,25.7,25.7,9.8,9.8,5.1,5.1,7.3,3.5,5.1,9.3,11.4,13.1,4.3,1.4,0.7,0.8,1336.8,0,2.9
6100,-13.574994836,-59.2269659803915,"Campos de Júlio",5102686,"MT","Cerrado",6798.59104,1866.3,135.1,135.1,264.5,264.5,38.1,38.1,13.3,13.3,13.7,13.7,16.2,16.2,25.9,33.6,30.4,35.8,48.6,32,35.6,20.4,22.6,35,3618.9,0,31.2
6101,-11.229200591,-51.9119578356689,"Canabrava do Norte",5102694,"MT","Amazônia",2561.64382,1276.1,89.1,19.2,33.4,17.5,70.3,18,12,29,6.4,2.2,12.9,1.8,10.7,1.7,2.5,2.3,0.4,1.5,3.4,2.1,6.1,2.9,538.9,405.6,0.2
6102,-11.1067403825,-51.6206321605712,"Canabrava do Norte",5102694,"MT","Cerrado",877.75725,98.3,13.2,13.2,16.1,16.1,12.4,12.4,5.8,5.8,6.3,6.3,2.4,2.4,20.3,20.5,24.7,22.8,10.6,19.4,13.2,12,8.3,11.2,502.9,0.2,0.6
6103,-13.118084277,-52.6550176523397,"Canarana",5102702,"MT","Amazônia",4291.89022,1452.5,42.2,36.4,77.8,110.7,41.1,4.8,2.4,5.4,0.4,0,1.9,7.1,2.6,7.7,1.3,0.5,1.6,0.1,19.7,3.5,0.7,1.2,1913.1,546,9.5
6104,-13.4441336065,-52.3449978310018,"Canarana",5102702,"MT","Cerrado",6579.07109,2607.7,88.6,88.6,94.9,94.9,36.6,36.6,21,21,13.1,13.1,3.2,3.2,28.8,14.1,12.7,19.6,5.9,40.9,5,23.2,5.7,7.8,3275.9,0.1,17.1
6105,-10.0659551095,-55.7488460584641,"Carlinda",5102793,"MT","Amazônia",2387.48013,1542.4,61.9,15.5,8.7,40.8,15.7,2.7,6.7,3.9,0.2,0.3,0.8,0.1,4.4,1.4,2.4,5.1,2.3,2.4,2.1,1.6,1.9,1.5,625.5,0.1,34.3
6106,-10.9479009,-58.6419900590855,"Castanheira",5102850,"MT","Amazônia",3889.56728,1947.7,33.7,94.7,133.1,88.7,88.5,21.8,24,27.7,15.8,8.7,6.8,11.4,8,5.3,9.2,11.7,7.7,3.2,8.7,7.2,5.1,4.3,1279.7,2.9,26.6
6107,-15.0995435835,-55.5024591113703,"Chapada dos Guimarães",5103007,"MT","Cerrado",6388.20423,2135.1,104.5,104.5,75.9,75.9,46.5,46.5,49.2,49.2,26.8,26.8,22.3,22.3,32.3,15.8,23.6,20.6,13,16.1,15.6,16.3,10.4,10.4,3147.4,0,281.1
6108,-11.478622301,-55.0655486371955,"Cláudia",5103056,"MT","Amazônia",3850.6553,1158.2,42.5,33.5,77.3,111.3,47.5,10.6,4.1,26.4,25.3,8.3,11.7,3.9,19.5,21.5,20.8,13.6,31.6,49.4,91.9,44.1,24.2,16.6,1951.6,0,4.9
6109,-13.846781899,-51.2266135790088,"Cocalinho",5103106,"MT","Cerrado",16547.02174,1918.9,238.2,238.2,228.4,228.4,151.7,151.7,114.9,114.9,73.3,73.3,62.5,62.5,160.3,34.1,86.9,96.1,87.3,43.3,82.8,42.5,59.7,85.9,11769.8,0,341.4
6110,-10.566172366,-55.4430233393582,"Colíder",5103205,"MT","Amazônia",3032.59843,2392.6,21.6,28.5,17.3,10.7,15,2.3,4.5,8.4,2.4,0.6,0.5,2,1.1,1.5,11.3,2.5,3.5,2.5,8.4,5.6,5,3.1,453.9,15.7,4.5
6111,-9.42300218749995,-61.0826387764575,"Colniza",5103254,"MT","Amazônia",27951.16004,839.2,120.8,316.1,487.4,565,514.4,215.6,256.5,123.4,74.4,78.1,86.9,80.3,155.9,145.6,249.8,223.1,174.4,234.5,197.7,239.5,267.4,397.8,21538.8,313.5,64.4
6112,-13.3543249804999,-60.1360220302658,"Comodoro",5103304,"MT","Amazônia",9288.63912,2219.2,70,49,113.2,96,86.1,21.6,23.9,38.2,10.6,15.8,12.8,5.2,19.7,11.9,31.3,18.7,22.2,24.4,27.1,24.9,20,11.1,5323.8,1001,1.5
6113,-13.131404021,-59.5316582925988,"Comodoro",5103304,"MT","Cerrado",12431.52168,280.8,37.8,37.8,104.8,104.8,34.2,34.2,12.4,12.4,7.5,7.5,5.6,5.6,21.4,11.4,16,16.7,14.8,15.6,11.2,38.5,17.2,33.7,11502.6,0.3,46.6
6114,-10.4075762545,-51.7366410720965,"Confresa",5103353,"MT","Amazônia",5784.86126,2474.7,268,349,130.2,121,141.9,69.4,66,63.8,7.4,12.9,25,49.5,19.6,23.8,20.9,18.3,26.5,15.2,9.5,29.4,36.1,32.7,1457.8,322.3,1.4
6115,-10.7294921454999,-51.5352906072781,"Confresa",5103353,"MT","Cerrado",9.14875,0.1,0.4,0.4,0,0,0.4,0.4,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,3,0,0
6116,-14.7085760805,-59.4642117790249,"Conquista D'Oeste",5103361,"MT","Amazônia",1342.91609,536.5,11,4.9,1.7,3.1,4.5,3.3,0.6,1.7,0.8,1.1,2.3,0.2,0.1,0.4,0,0,0.2,0,0.8,0.2,1.4,1.5,767,0,0
6117,-14.552584963,-59.2381938432647,"Conquista D'Oeste",5103361,"MT","Cerrado",1341.22561,27.6,2.2,2.2,5.6,5.6,11.7,11.7,2,2,0.1,0.1,0.2,0.2,1,3.8,1.6,8.4,0.4,1.8,0,1.5,2,1.2,1247.7,0,0
