"municipio","cod_municipio","uf","area_km2","ano","incremento","desmatamento"
"Santo Afonso",5107263,"MT",3.91992,"2002",0,888.1
"Santo Afonso",5107263,"MT",1165.51775,"2003",8.3,896.4
"Santo Afonso",5107263,"MT",3.91992,"2003",0,896.4
"Santo Afonso",5107263,"MT",1165.51775,"2004",9.4,905.8
"Santo Afonso",5107263,"MT",3.91992,"2004",0,905.8
"Santo Afonso",5107263,"MT",1165.51775,"2005",24.3,930.1
"Santo Afonso",5107263,"MT",3.91992,"2005",0,930.1
"Santo Afonso",5107263,"MT",1165.51775,"2006",3,933.1
"Santo Afonso",5107263,"MT",3.91992,"2006",0,933.1
"Santo Afonso",5107263,"MT",1165.51775,"2007",3.1,936.2
"Santo Afonso",5107263,"MT",3.91992,"2007",0,936.2
"Santo Afonso",5107263,"MT",1165.51775,"2008",6.7,942.9
"Santo Afonso",5107263,"MT",3.91992,"2008",0,942.9
"Santo Afonso",5107263,"MT",1165.51775,"2009",8.1,951
"Santo Afonso",5107263,"MT",3.91992,"2009",0,951
"Santo Afonso",5107263,"MT",1165.51775,"2010",2.8,953.8
"Santo Afonso",5107263,"MT",3.91992,"2010",0,953.8
"Santo Afonso",5107263,"MT",1165.51775,"2011",2.3,956.1
"Santo Afonso",5107263,"MT",3.91992,"2011",0,956.1
"Santo Afonso",5107263,"MT",1165.51775,"2012",2.6,958.7
"Santo Afonso",5107263,"MT",3.91992,"2012",0,958.7
"Santo Afonso",5107263,"MT",1165.51775,"2013",6.4,965.1
"Santo Afonso",5107263,"MT",3.91992,"2013",0,965.1
"Santo Afonso",5107263,"MT",1165.51775,"2014",2,967.1
"Santo Afonso",5107263,"MT",3.91992,"2014",0,967.1
"Santo Afonso",5107263,"MT",1165.51775,"2015",4.2,971.3
"Santo Afonso",5107263,"MT",3.91992,"2015",0,971.3
"Santo Afonso",5107263,"MT",1165.51775,"2016",2,973.3
"Santo Afonso",5107263,"MT",3.91992,"2016",0,973.3
"Santo Afonso",5107263,"MT",1165.51775,"2017",3.7,977
"Santo Afonso",5107263,"MT",3.91992,"2017",0,977
"Santo Afonso",5107263,"MT",1165.51775,"2018",2,979
"Santo Afonso",5107263,"MT",3.91992,"2018",0,979
"Santo Afonso",5107263,"MT",1165.51775,"2019",2.6,981.6
"Santo Afonso",5107263,"MT",3.91992,"2019",0,981.6
"Santo Afonso",5107263,"MT",1165.51775,"2020",1.9,983.5
"Santo Afonso",5107263,"MT",3.91992,"2020",0,983.5
"Santo Afonso",5107263,"MT",1165.51775,"2021",3.3,986.8
"Santo Afonso",5107263,"MT",3.91992,"2021",0,986.8
"Santo Afonso",5107263,"MT",1165.51775,"2022",0.2,987
"Santo Afonso",5107263,"MT",3.91992,"2022",0,987
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2000",NA,106.9
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2001",13.9,120.8
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2002",0.7,121.5
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2003",0.7,122.2
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2004",1.5,123.7
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2005",0.4,124.1
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2006",0.9,125
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2007",1.1,126.1
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2008",1,127.1
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2009",1.2,128.3
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2010",0.8,129.1
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2011",2.8,131.9
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2012",0.2,132.1
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2013",0,132.1
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2014",0,132.1
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2015",0.1,132.2
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2016",1,133.2
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2017",1.2,134.4
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2018",0.4,134.8
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2019",0.5,135.3
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2020",3,138.3
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2021",1.8,140.1
"Santo Antônio do Içá",1303700,"AM",12306.32507,"2022",2,142.1
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2000",NA,1730.2
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2001",42.9,1773.1
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2002",42.9,1816
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2003",74.6,1890.6
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2004",74.6,1965.2
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2005",26.8,1992
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2006",26.8,2018.8
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2007",12.7,2031.5
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2008",12.7,2044.2
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2009",8.5,2052.7
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2010",8.5,2061.2
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2011",10.5,2071.7
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2012",10.5,2082.2
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2013",4.9,2087.1
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2014",4.3,2091.4
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2015",4,2095.4
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2016",6.3,2101.7
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2017",1.6,2103.3
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2018",3,2106.3
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2019",6.1,2112.4
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2020",1,2113.4
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2021",9.4,2122.8
"Santo Antônio do Leste",5107792,"MT",3606.82669,"2022",1.2,2124
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2000",NA,1015.5
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2000",NA,2219.6
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2001",37.9,2257.5
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2001",100.5,2358
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2002",37.9,2395.9
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2002",100.5,2496.4
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2003",33.3,2529.7
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2003",100.5,2630.2
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2004",33.3,2663.5
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2004",100.5,2764
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2005",27.9,2791.9
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2005",48.1,2840
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2006",27.9,2867.9
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2006",48.1,2916
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2007",16.9,2932.9
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2007",31.4,2964.3
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2008",16.9,2981.2
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2008",31.4,3012.6
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2009",7.2,3019.8
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2009",47.4,3067.2
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2010",7.2,3074.4
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2010",47.4,3121.8
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2011",4,3125.8
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2011",27.3,3153.1
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2012",4,3157.1
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2012",38.7,3195.8
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2013",11.9,3207.7
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2013",38.7,3246.4
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2014",6.4,3252.8
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2014",36.3,3289.1
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2015",5.7,3294.8
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2015",64.9,3359.7
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2016",10.5,3370.2
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2016",64.9,3435.1
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2017",4.2,3439.3
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2017",38.3,3477.6
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2018",9.6,3487.2
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2018",36.6,3523.8
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2019",5.1,3528.9
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2019",27,3555.9
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2020",8.4,3564.3
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2020",20.8,3585.1
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2021",9.8,3594.9
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2021",9,3603.9
"Santo Antônio do Leverger",5107800,"MT",2779.25339,"2022",4.9,3608.8
"Santo Antônio do Leverger",5107800,"MT",6643.2498,"2022",28.2,3637
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2000",NA,257.7
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2001",43.1,300.8
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2002",1.1,301.9
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2003",7.4,309.3
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2004",3.8,313.1
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2005",0.1,313.2
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2006",6.3,319.5
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2007",1.5,321
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2008",2,323
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2009",0.1,323.1
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2010",0.1,323.2
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2011",0.3,323.5
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2012",0,323.5
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2013",0.5,324
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2014",0.1,324.1
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2015",0.2,324.3
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2016",0,324.3
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2017",0.2,324.5
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2018",0,324.5
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2019",0,324.5
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2020",0.4,324.9
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2021",0.5,325.4
"Santo Antônio do Tauá",1507003,"PA",513.35184,"2022",0,325.4
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2000",NA,591.1
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2001",2.4,593.5
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2002",2.4,595.9
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2003",16.7,612.6
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2004",16.7,629.3
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2005",5,634.3
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2006",5,639.3
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2007",5.5,644.8
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2008",5.5,650.3
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2009",2.6,652.9
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2010",2.6,655.5
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2011",1.1,656.6
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2012",1.1,657.7
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2013",0,657.7
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2014",0,657.7
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2015",0.7,658.4
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2016",1.1,659.5
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2017",0.7,660.2
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2018",0.7,660.9
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2019",1.6,662.5
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2020",0.6,663.1
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2021",2.3,665.4
"Santo Antônio dos Lopes",2110302,"MA",774.98587,"2022",3.6,669
"Sapezal",5107875,"MT",68.07203,"2000",NA,0
"Sapezal",5107875,"MT",13556.95974,"2000",NA,3731.3
"Sapezal",5107875,"MT",68.07203,"2001",0,3731.3
"Sapezal",5107875,"MT",13556.95974,"2001",181.6,3912.9
"Sapezal",5107875,"MT",68.07203,"2002",0,3912.9
"Sapezal",5107875,"MT",13556.95974,"2002",181.6,4094.5
"Sapezal",5107875,"MT",68.07203,"2003",0,4094.5
"Sapezal",5107875,"MT",13556.95974,"2003",291.5,4386
"Sapezal",5107875,"MT",68.07203,"2004",0,4386
"Sapezal",5107875,"MT",13556.95974,"2004",291.5,4677.5
"Sapezal",5107875,"MT",68.07203,"2005",0,4677.5
"Sapezal",5107875,"MT",13556.95974,"2005",56,4733.5
"Sapezal",5107875,"MT",68.07203,"2006",0,4733.5
"Sapezal",5107875,"MT",13556.95974,"2006",56,4789.5
"Sapezal",5107875,"MT",68.07203,"2007",0,4789.5
"Sapezal",5107875,"MT",13556.95974,"2007",48.6,4838.1
"Sapezal",5107875,"MT",68.07203,"2008",0,4838.1
"Sapezal",5107875,"MT",13556.95974,"2008",48.6,4886.7
"Sapezal",5107875,"MT",68.07203,"2009",0,4886.7
"Sapezal",5107875,"MT",13556.95974,"2009",22.6,4909.3
"Sapezal",5107875,"MT",68.07203,"2010",0,4909.3
"Sapezal",5107875,"MT",13556.95974,"2010",22.6,4931.9
"Sapezal",5107875,"MT",68.07203,"2011",0,4931.9
"Sapezal",5107875,"MT",13556.95974,"2011",17.6,4949.5
"Sapezal",5107875,"MT",68.07203,"2012",0,4949.5
"Sapezal",5107875,"MT",13556.95974,"2012",17.6,4967.1
"Sapezal",5107875,"MT",68.07203,"2013",0,4967.1
"Sapezal",5107875,"MT",13556.95974,"2013",31.9,4999
"Sapezal",5107875,"MT",68.07203,"2014",0,4999
"Sapezal",5107875,"MT",13556.95974,"2014",11.6,5010.6
"Sapezal",5107875,"MT",68.07203,"2015",0,5010.6
"Sapezal",5107875,"MT",13556.95974,"2015",46,5056.6
"Sapezal",5107875,"MT",68.07203,"2016",0,5056.6
"Sapezal",5107875,"MT",13556.95974,"2016",28.6,5085.2
"Sapezal",5107875,"MT",68.07203,"2017",0,5085.2
"Sapezal",5107875,"MT",13556.95974,"2017",13.1,5098.3
"Sapezal",5107875,"MT",68.07203,"2018",0,5098.3
"Sapezal",5107875,"MT",13556.95974,"2018",3.8,5102.1
"Sapezal",5107875,"MT",68.07203,"2019",0,5102.1
"Sapezal",5107875,"MT",13556.95974,"2019",18.5,5120.6
"Sapezal",5107875,"MT",68.07203,"2020",0,5120.6
"Sapezal",5107875,"MT",13556.95974,"2020",2.9,5123.5
"Sapezal",5107875,"MT",68.07203,"2021",0,5123.5
"Sapezal",5107875,"MT",13556.95974,"2021",8.3,5131.8
"Sapezal",5107875,"MT",68.07203,"2022",0,5131.8
"Sapezal",5107875,"MT",13556.95974,"2022",5.6,5137.4
"Sapucaia",1507755,"PA",1293.18996,"2000",NA,1127.7
"Sapucaia",1507755,"PA",1293.18996,"2001",2,1453.3
"Sapucaia",1507755,"PA",1293.18996,"2002",2.6,1456.5
"Sapucaia",1507755,"PA",1293.18996,"2003",0.5,1457.6
"Sapucaia",1507755,"PA",1293.18996,"2004",2.4,1460.6
"Sapucaia",1507755,"PA",1293.18996,"2005",6.2,1467.4
"Sapucaia",1507755,"PA",1293.18996,"2006",2.3,1475.4
"Sapucaia",1507755,"PA",1293.18996,"2007",4,1485.1
"Sapucaia",1507755,"PA",1293.18996,"2008",0.4,1486
"Sapucaia",1507755,"PA",1293.18996,"2009",0,1486.5
"Sapucaia",1507755,"PA",1293.18996,"2010",0.1,1487
"Sapucaia",1507755,"PA",1293.18996,"2011",0,1487.4
"Sapucaia",1507755,"PA",1293.18996,"2012",0,1487.5
"Sapucaia",1507755,"PA",1293.18996,"2013",0,1487.5
"Sapucaia",1507755,"PA",1293.18996,"2014",0,1487.5
"Sapucaia",1507755,"PA",1293.18996,"2015",0.9,1488.5
"Sapucaia",1507755,"PA",1293.18996,"2016",1,1489.6
"Sapucaia",1507755,"PA",1293.18996,"2017",3.8,1493.5
"Sapucaia",1507755,"PA",1293.18996,"2018",2.2,1495.7
"Sapucaia",1507755,"PA",1293.18996,"2019",4.4,1500.4
"Sapucaia",1507755,"PA",1293.18996,"2020",3.8,1504.6
"Sapucaia",1507755,"PA",1293.18996,"2021",1.5,1506.1
"Sapucaia",1507755,"PA",1293.18996,"2022",1.8,1508.1
"Satubinha",2111722,"MA",445.73991,"2000",NA,359.5
"Satubinha",2111722,"MA",445.73991,"2001",0,359.5
"Satubinha",2111722,"MA",445.73991,"2002",0,359.5
"Satubinha",2111722,"MA",445.73991,"2003",0,359.5
"Satubinha",2111722,"MA",445.73991,"2004",0,359.5
"Satubinha",2111722,"MA",445.73991,"2005",0,359.5
"Satubinha",2111722,"MA",445.73991,"2006",0,359.5
"Satubinha",2111722,"MA",445.73991,"2007",0,359.5
"Satubinha",2111722,"MA",445.73991,"2008",0,359.5
"Satubinha",2111722,"MA",445.73991,"2009",0,359.5
"Satubinha",2111722,"MA",445.73991,"2010",0,359.5
"Satubinha",2111722,"MA",445.73991,"2011",0,359.5
"Satubinha",2111722,"MA",445.73991,"2012",0,359.5
"Satubinha",2111722,"MA",445.73991,"2013",0,359.5
"Satubinha",2111722,"MA",445.73991,"2014",0,359.5
"Satubinha",2111722,"MA",445.73991,"2015",0,359.5
"Satubinha",2111722,"MA",445.73991,"2016",0,359.5
"Satubinha",2111722,"MA",445.73991,"2017",0,359.5
"Satubinha",2111722,"MA",445.73991,"2018",0,359.5
"Satubinha",2111722,"MA",445.73991,"2019",0,359.5
"Satubinha",2111722,"MA",445.73991,"2020",0,359.5
"Satubinha",2111722,"MA",445.73991,"2021",0,359.5
"Satubinha",2111722,"MA",445.73991,"2022",0,359.5
"Sena Madureira",1200500,"AC",23731.52972,"2000",NA,1047.6
"Sena Madureira",1200500,"AC",23731.52972,"2001",41,1088.6
"Sena Madureira",1200500,"AC",23731.52972,"2002",67.1,1155.7
"Sena Madureira",1200500,"AC",23731.52972,"2003",153,1308.7
"Sena Madureira",1200500,"AC",23731.52972,"2004",65.5,1374.2
"Sena Madureira",1200500,"AC",23731.52972,"2005",80.8,1455
"Sena Madureira",1200500,"AC",23731.52972,"2006",28.5,1483.5
"Sena Madureira",1200500,"AC",23731.52972,"2007",21.2,1504.7
"Sena Madureira",1200500,"AC",23731.52972,"2008",34.8,1539.5
"Sena Madureira",1200500,"AC",23731.52972,"2009",20.6,1560.1
"Sena Madureira",1200500,"AC",23731.52972,"2010",37,1597.1
"Sena Madureira",1200500,"AC",23731.52972,"2011",39.4,1636.5
"Sena Madureira",1200500,"AC",23731.52972,"2012",38.5,1675
"Sena Madureira",1200500,"AC",23731.52972,"2013",32,1707
"Sena Madureira",1200500,"AC",23731.52972,"2014",52.4,1759.4
"Sena Madureira",1200500,"AC",23731.52972,"2015",42.2,1801.6
"Sena Madureira",1200500,"AC",23731.52972,"2016",56,1857.6
"Sena Madureira",1200500,"AC",23731.52972,"2017",34.5,1892.1
"Sena Madureira",1200500,"AC",23731.52972,"2018",48.3,1940.4
"Sena Madureira",1200500,"AC",23731.52972,"2019",80.2,2020.6
"Sena Madureira",1200500,"AC",23731.52972,"2020",73,2093.6
"Sena Madureira",1200500,"AC",23731.52972,"2021",111.3,2204.9
"Sena Madureira",1200500,"AC",23731.52972,"2022",105.8,2310.7
"Senador Alexandre Costa",2111748,"MA",431.48512,"2000",NA,77
"Senador Alexandre Costa",2111748,"MA",431.48512,"2001",7.7,84.7
"Senador Alexandre Costa",2111748,"MA",431.48512,"2002",7.7,92.4
"Senador Alexandre Costa",2111748,"MA",431.48512,"2003",15.6,108
"Senador Alexandre Costa",2111748,"MA",431.48512,"2004",15.6,123.6
"Senador Alexandre Costa",2111748,"MA",431.48512,"2005",15.8,139.4
"Senador Alexandre Costa",2111748,"MA",431.48512,"2006",15.8,155.2
"Senador Alexandre Costa",2111748,"MA",431.48512,"2007",14.2,169.4
"Senador Alexandre Costa",2111748,"MA",431.48512,"2008",14.2,183.6
"Senador Alexandre Costa",2111748,"MA",431.48512,"2009",10.3,193.9
"Senador Alexandre Costa",2111748,"MA",431.48512,"2010",10.3,204.2
"Senador Alexandre Costa",2111748,"MA",431.48512,"2011",7.8,212
"Senador Alexandre Costa",2111748,"MA",431.48512,"2012",7.8,219.8
"Senador Alexandre Costa",2111748,"MA",431.48512,"2013",6.6,226.4
"Senador Alexandre Costa",2111748,"MA",431.48512,"2014",8.8,235.2
"Senador Alexandre Costa",2111748,"MA",431.48512,"2015",5.9,241.1
"Senador Alexandre Costa",2111748,"MA",431.48512,"2016",4.3,245.4
"Senador Alexandre Costa",2111748,"MA",431.48512,"2017",6.4,251.8
"Senador Alexandre Costa",2111748,"MA",431.48512,"2018",12.1,263.9
"Senador Alexandre Costa",2111748,"MA",431.48512,"2019",6.5,270.4
"Senador Alexandre Costa",2111748,"MA",431.48512,"2020",9.8,280.2
"Senador Alexandre Costa",2111748,"MA",431.48512,"2021",12.7,292.9
"Senador Alexandre Costa",2111748,"MA",431.48512,"2022",4.6,297.5
"Senador Guiomard",1200450,"AC",2330.95232,"2000",NA,1324.7
"Senador Guiomard",1200450,"AC",2330.95232,"2001",69.4,1394.1
"Senador Guiomard",1200450,"AC",2330.95232,"2002",77.1,1471.2
"Senador Guiomard",1200450,"AC",2330.95232,"2003",42.9,1514.1
"Senador Guiomard",1200450,"AC",2330.95232,"2004",39.3,1553.4
"Senador Guiomard",1200450,"AC",2330.95232,"2005",50.2,1603.6
"Senador Guiomard",1200450,"AC",2330.95232,"2006",16.9,1620.5
"Senador Guiomard",1200450,"AC",2330.95232,"2007",8.5,1629
"Senador Guiomard",1200450,"AC",2330.95232,"2008",4.9,1633.9
"Senador Guiomard",1200450,"AC",2330.95232,"2009",7.3,1641.2
"Senador Guiomard",1200450,"AC",2330.95232,"2010",3.9,1645.1
"Senador Guiomard",1200450,"AC",2330.95232,"2011",7,1652.1
"Senador Guiomard",1200450,"AC",2330.95232,"2012",2.4,1654.5
"Senador Guiomard",1200450,"AC",2330.95232,"2013",4.1,1658.6
"Senador Guiomard",1200450,"AC",2330.95232,"2014",4,1662.6
"Senador Guiomard",1200450,"AC",2330.95232,"2015",4.9,1667.5
"Senador Guiomard",1200450,"AC",2330.95232,"2016",9.1,1676.6
"Senador Guiomard",1200450,"AC",2330.95232,"2017",4.7,1681.3
"Senador Guiomard",1200450,"AC",2330.95232,"2018",8.2,1689.5
"Senador Guiomard",1200450,"AC",2330.95232,"2019",6.6,1696.1
"Senador Guiomard",1200450,"AC",2330.95232,"2020",9.9,1706
"Senador Guiomard",1200450,"AC",2330.95232,"2021",20.2,1726.2
"Senador Guiomard",1200450,"AC",2330.95232,"2022",16.9,1743.1
"Senador José Porfírio",1507805,"PA",14307.14071,"2000",NA,174.9
"Senador José Porfírio",1507805,"PA",14307.14071,"2001",80.4,255.3
"Senador José Porfírio",1507805,"PA",14307.14071,"2002",44.2,299.5
"Senador José Porfírio",1507805,"PA",14307.14071,"2003",95.6,395.1
"Senador José Porfírio",1507805,"PA",14307.14071,"2004",83.9,479
"Senador José Porfírio",1507805,"PA",14307.14071,"2005",56.4,535.4
"Senador José Porfírio",1507805,"PA",14307.14071,"2006",41.1,576.5
"Senador José Porfírio",1507805,"PA",14307.14071,"2007",59.6,636.1
"Senador José Porfírio",1507805,"PA",14307.14071,"2008",14.8,650.9
"Senador José Porfírio",1507805,"PA",14307.14071,"2009",3.7,654.6
"Senador José Porfírio",1507805,"PA",14307.14071,"2010",28.3,682.9
"Senador José Porfírio",1507805,"PA",14307.14071,"2011",100.5,783.4
"Senador José Porfírio",1507805,"PA",14307.14071,"2012",19.2,802.6
"Senador José Porfírio",1507805,"PA",14307.14071,"2013",14.5,817.1
"Senador José Porfírio",1507805,"PA",14307.14071,"2014",28.2,845.3
"Senador José Porfírio",1507805,"PA",14307.14071,"2015",58.6,903.9
"Senador José Porfírio",1507805,"PA",14307.14071,"2016",68.2,972.1
"Senador José Porfírio",1507805,"PA",14307.14071,"2017",98.7,1070.8
"Senador José Porfírio",1507805,"PA",14307.14071,"2018",49.5,1120.3
"Senador José Porfírio",1507805,"PA",14307.14071,"2019",328.2,1448.5
"Senador José Porfírio",1507805,"PA",14307.14071,"2020",147.6,1596.1
"Senador José Porfírio",1507805,"PA",14307.14071,"2021",112.3,1708.4
"Senador José Porfírio",1507805,"PA",14307.14071,"2022",122,1830.4
"Senador La Rocque",2111763,"MA",396.71974,"2000",NA,372
"Senador La Rocque",2111763,"MA",341.9574,"2000",NA,610
"Senador La Rocque",2111763,"MA",396.71974,"2001",0,610
"Senador La Rocque",2111763,"MA",341.9574,"2001",0,610
"Senador La Rocque",2111763,"MA",396.71974,"2002",0,610
"Senador La Rocque",2111763,"MA",341.9574,"2002",0,610
"Senador La Rocque",2111763,"MA",396.71974,"2003",0,610
"Senador La Rocque",2111763,"MA",341.9574,"2003",1.5,611.5
"Senador La Rocque",2111763,"MA",396.71974,"2004",0.2,611.7
"Senador La Rocque",2111763,"MA",341.9574,"2004",1.5,613.2
"Senador La Rocque",2111763,"MA",396.71974,"2005",3.1,616.3
"Senador La Rocque",2111763,"MA",341.9574,"2005",7.3,623.6
"Senador La Rocque",2111763,"MA",396.71974,"2006",0.2,623.8
"Senador La Rocque",2111763,"MA",341.9574,"2006",7.3,631.1
"Senador La Rocque",2111763,"MA",396.71974,"2007",0.2,631.3
"Senador La Rocque",2111763,"MA",341.9574,"2007",15.2,646.5
"Senador La Rocque",2111763,"MA",396.71974,"2008",1.5,648
"Senador La Rocque",2111763,"MA",341.9574,"2008",15.2,663.2
"Senador La Rocque",2111763,"MA",396.71974,"2009",0.4,663.6
"Senador La Rocque",2111763,"MA",341.9574,"2009",2.7,666.3
"Senador La Rocque",2111763,"MA",396.71974,"2010",0.1,666.4
"Senador La Rocque",2111763,"MA",341.9574,"2010",2.7,669.1
"Senador La Rocque",2111763,"MA",396.71974,"2011",0.5,669.6
"Senador La Rocque",2111763,"MA",341.9574,"2011",1.7,671.3
"Senador La Rocque",2111763,"MA",396.71974,"2012",0.2,671.5
