"codigo_ibge","municipio","areas_protegidas_percent_area_total_do_municipio","desmatamento_acumulado_percent_area_total_do_municipio","desmatamento_recente_percent_area_total_do_municipio","estado","ips_amazonia","ranking_ips","necessidades_humanas_basicas","fundamentos_para_o_bem_estar","oportunidades","nutricao_e_cuidados_medicos_basicos","agua_e_saneamento","moradia","moradias_com_iluminacao_adequada_percent_de_domicilios","moradias_com_parede_adequada_percent_de_domicilios","moradias_com_piso_adequado_percent_de_domicilios","seguranca_pessoal","acesso_ao_conhecimento_basico","acesso_a_informacao_e_comunicacao","saude_e_bem_estar","qualidade_do_meio_ambiente","direitos_individuais","liberdade_individual_e_de_escolha","tolerancia_e_inclusao","acesso_a_educacao_superior","mortalidade_infantil_ate_5_anos_obitos_1_000_nasc_vivos","mortalidade_materna_obitos_maternos_100_000_nascidos_vivos","mortalidade_por_desnutricao_obitos_100_000_habitantes","mortalidade_por_doencas_infecciosas_obitos_100_000_habitantes","subnutricao_percent_da_populacao","abastecimento_de_agua_adequado_percent_da_populacao","esgoto_adequado_percent_da_populacao","indice_atendimento_de_agua_percent_da_populacao","coleta_de_lixo_adequada_percent_de_domicilios","assassinatos_de_jovens_obitos_100_000_habitantes_de_15_a_29_anos","assassinatos_de_jovens_taxa_pontuada_em_uma_escala_de_1_6_1_0_2_1_6_3_6_10_4_10_20_5_20_40_6_40","homicidios_obitos_100_000_habitantes","homicidios_categorico_taxa_pontuada_em_uma_escala_de_1_6_1_0_2_1_6_3_6_10_4_10_20_5_20_40_6_40","mortes_por_acidente_no_transito_obitos_100_000_habitantes","abandono_escolar_ensino_fundamental_percent_de_alunos","distorcao_idade_serie_ensino_fundamental_percent_de_alunos","distorcao_idade_serie_ensino_medio_percent_de_alunos","qualidade_da_educacao_ideb_ensino_fundamental","reprovacao_escolar_ensino_fundamental_percent_de_alunos","densidade_internet_banda_larga_no_de_acessos_100_domicilios","densidade_telefonia_fixa_no_de_acessos_100_domicilios","densidade_telefonia_movel_no_de_acessos_100_habitantes","densidade_tv_por_assinatura_no_de_acessos_100_domicilios","mortalidade_por_diabetes_mellitus_obitos_100_000_habitantes","mortalidade_por_cancer_obitos_100_000_habitantes","mortalidade_por_doencas_circulatorias_obitos_100_000_habitantes","mortalidade_por_doencas_respiratorias_obitos_100_000_habitantes","mortalidade_por_suicidios_obitos_100_000_habitantes","emissoes_co2_ton_co2e_habitante","focos_de_calor_na_de_focos_1_000_habitantes","diversidade_partidaria_percent_vereadores_eleitos_partidos_diferentes","transporte_publico_no_de_onibus_e_micro_onibus_1_000_habitantes","acesso_a_programas_de_direitos_humanos_categorico_0_15_0_nenhum_programa_15_todos_os_programas_de_direitos_humanos_implantados","existencia_de_acoes_para_direitos_de_minorias_categorico_0_15_0_nenhum_programa_11_todos_os_programas_de_direitos_humanos_implantados","acesso_a_cultura_esporte_e_lazer_categorica_1_10","gravidez_na_infancia_e_adolescencia_percent_de_filhos_de_maes_com_ate_19_anos","trabalho_infantil_no_de_familias_com_ao_menos_1_membro_em_trabalho_infantil_1_000_familias","vulnerabilidade_familiar_percent_de_filhos_de_maes_solteiras","violencia_contra_indigenas_no_de_casos_1_000_indigenas","violencia_contra_indigenas_taxa_pontuada_em_uma_escala_de_1_5_1_0_2_0_1_2_7_3_2_7_8_8_4_8_8_20_8_5_20_8","violencia_contra_mulheres_no_de_casos_100_000_mulheres","violencia_infantil_no_de_casos_100_000_pessoas_de_0_14_anos","violencia_infantil_taxa_pontuada_em_uma_escala_de_1_5_1_0_2_1_1_40_1_3_40_1_133_1_4_133_1_496_0_5_496_0","empregos_ensino_superior_percent_de_empregos_em_relacao_ao_total","mulheres_com_empregos_ensino_superior_percent_de_empregos_em_relacao_ao_total","ano"
1100114,"Jaru",5.396145464,89.042217341955,0.523360765971375,"RO",57.733676720604,130,68.8342475857831,63.2564793705736,41.1103032054554,89.4856900023705,36.3938069931334,94.4569497477795,99.5423922715139,94.368882674463,98.5439351734616,55.0005435998491,85.671217255068,30.9602064230075,83.4762260629524,52.9182677412663,23.5976120648419,55.1826204915333,66.4359152600567,19.2250650053895,12.3318385650224,224.215246636771,5.81170089112747,3.87446726075165,5.75746671464556,36.0493199440701,1.26647051298452,50,82.4583704080335,15.552099533437,4,21.3095699341341,5,17.4351026733824,0.1,6.5,17.6,5.2,0.4,20.9669898385437,5.95228843251926,108.65569566147,1.2415240241699,27.1212708252615,102.673382409919,114.296784192174,23.2468035645099,7.74893452150329,27.7081994218285,0.990887718821038,46.6666666666667,5.07555211158466,5,0,2,15.5829596412556,0.608095698488771,27.5784753363229,181.818181818,5,102.681118083,26.70940171,2,29.4740523421866,19.8177543764208,2023
1100122,"Ji-Paraná",56.928915808,37.7054644155409,0.258804952932353,"RO",62.5403024715914,25,73.7433288044419,71.0635388434284,42.8140397669039,90.8499594345141,53.8578067701357,92.7142597057486,98.8177455226502,81.0254009130282,97.8814053927863,57.5512893073694,84.5455824328638,36.7269930786086,84.1360286623795,78.8455511998619,19.4416638169966,68.4112589674502,63.1103314576589,20.2929048255102,13.1270511017346,91.6590284142988,8.46095270327439,0.76917751847949,4.88065645631198,51.9723750438956,18.3923705722071,69.49,93.2634905770807,21.6778668978972,5,19.2294379619872,4,11.5376627771923,0.6,8.4,16.8,5.25,0.9,18.9298307206203,11.0700675184061,108.11518324607,1.00387200504735,34.612988331577,68.4567991446746,96.1471898099362,39.9972309609335,3.07671007391796,11.2270998509061,0.61819791491765,58.8235294117647,6.37648162819497,2,0,5,13.8302859821847,0.583634878020311,16.221284575715,14.174344437,4,89.971209213,49.23856083,3,31.6120464640606,20.6065971639217,2023
1100130,"Machadinho D'Oeste",45.782745023,43.1046604846291,4.64353919462686,"RO",57.870149557511,125,66.1364520062641,60.8299434055445,46.6440532607244,92.0722073440031,28.6421169006241,86.7972878695315,93.7639198218263,97.6700359773856,94.5226386298118,57.0341959108977,73.2911170912288,11.8192172038462,88.2955263487665,69.9139129783365,29.0608100346928,52.2885282394163,90.6631201384896,14.5637546302989,5.3475935828877,0,4.89392419311425,0.511548200629204,6.21180131125681,34.4183655987665,2.13523131672598,31.47,53.195134486894,28.7714587129567,5,14.6817725793427,4,14.6817725793427,3.4,15.2,29,4.7,1.4,7.84939922666412,1.02898411785384,58.735979292494,0.246460869843096,29.3635451586855,51.3862040276996,80.7497491863851,22.0226588690141,2.44696209655712,120.457684704606,17.2322883712012,72.7272727272727,1.88416081434899,3,5,2,19.0730837789661,1.51805810104719,17.6470588235294,0,1,9.939369844,9.2506938,2,20.8033745566101,15.9620362381363,2023
1100148,"Nova Brasilândia D'Oeste",0.00780837,77.106723644688,0.618367393648229,"RO",55.7934022466804,248,62.2633146538565,60.19730135929,44.9195907268945,89.6395678231062,25.7512705980436,86.828177365853,96.8809523809524,98.4047619047619,98.7383956200905,46.8342428284233,89.5609774490716,16.3382693659987,81.2694789874798,53.6204796346099,27.9514292237008,60.3812787253623,82.1755665863913,9.17008837212372,8.69565217391304,0,9.76133535067597,4.88424343069259,5.82197027730964,26.1904761904762,2.46023856858847,33.95,42.8095238095238,40.8941900071232,6,30.2930522662558,5,4.88066767533799,0.08,4.6,14.5,5.85,1.4,14.3467941214722,1.04247951619195,67.903823644167,0.248731954740538,34.1646737273659,63.4486797793938,107.374688857436,48.8066767533799,19.5226707013519,35.7499656846315,1.46312914553258,55.5555555555556,6.68651471521304,2,6,3,13.4782608695652,2.38038562247084,26.0869565217391,0,1,9.871668312,47.09206499,3,14.4362075692548,9.21771361685525,2023
1100155,"Ouro Preto do Oeste",0,93.1485219943397,1.02349673806609,"RO",58.3942238987054,102,72.0343152666622,58.5590396774149,44.5893167520391,89.779019542207,57.0423212126215,95.9800174106157,99.1812673980678,98.9520222695268,97.2509702457956,45.3359029012047,83.161766758711,24.8561618494942,77.2766545722965,48.9415755291579,29.5038568862739,61.1621070019258,71.0333653330225,16.6579377869344,14.2630744849445,69.204152249135,8.39466099560679,2.79822033186893,5.31045751633987,57.6387751760275,9.09391534391535,74.3,86.0651711151138,46.9538678248621,6,25.1839829868204,5,13.9911016593447,0.8,10.7,17.9,5.3,1.4,14.2091033055907,3.41938214134574,118.03921568627,1.78821648563502,53.1661863055097,81.148389624199,159.498558916529,67.1572879648544,11.1928813274757,50.2057975049025,1.43884892086331,66.6666666666667,4.84092117413325,6,0,3,13.1666666666667,0.423549343498518,25.6666666666667,43.859649123,5,48.51228978,26.60989888,2,25.2503879249542,17.3508252221752,2023
1100189,"Pimenta Bueno",0.988511033,40.7801210030844,2.57121981468901,"RO",62.8719897099101,21,74.9346275196226,62.8055748420937,50.8757667680142,90.9142926273755,68.9796793586835,95.7750560018849,99.1592482690406,98.6894164193867,96.0019384540829,44.0694820905464,85.2879563253506,23.2458917843509,83.0398652716057,59.6485859870674,25.4041734146081,66.0011757277606,90.1382287501249,21.9594891795631,17.2711571675302,30.7219662058372,2.71142322605135,2.72776868521549,4.94996900734969,74.4807121661721,2.9441117764471,86.98,86.9930761622156,42.1274354923644,6,27.1142322605135,5,21.6913858084108,0.6,6.9,20.1,5.4,0.5,12.5828885654214,3.95528959332938,105.1593077794,0.604030765360216,32.5370787126163,78.6312735554893,176.242509693338,24.4028090344622,8.13426967815406,66.6021584218322,4.23203407191762,70,4.96190450367398,4,0,5,15.3713298791019,2.42306760358614,32.1243523316062,0,1,16.123831022,64.40713118,2,33.8293169443097,22.5349075421856,2023
1100205,"Porto Velho",42.486544602,35.4636162171389,13.4010387845849,"RO",61.3050370358864,34,62.437945687945,69.6429620976024,51.8342033221118,88.6922709089684,33.8100475934503,83.302155944003,87.4650589202521,94.482506622819,60.4927601434948,43.9473083053584,78.5269531963421,49.8606137753873,82.5243029158413,67.6599785028388,34.6265663421855,69.6987465250758,70.6734555095198,32.3380449116661,19.2575699987331,63.3472697326745,15.574186897659,0.927034934384467,4.47859521356874,37.109710422947,43.6524768974398,26.05,91.4149995432539,42.6236946493514,6,31.7045947559488,5,22.4342454121041,1.3,12.2,23.2,4.9,2.1,23.2228106161073,17.9703022000709,120.47373905187,2.33060753338484,23.7320943202424,74.904422698265,100.675993874153,40.047909165409,6.86005851444506,44.0062038432036,9.08458298721928,66.6666666666667,4.97632352777582,5,5,6,15.4947421766122,0.710370221280324,42.1766121880147,4.568296026,3,49.037728874,60.93152109,3,52.8752969294219,31.2814235124383,2023
1100254,"Presidente Médici (Rondônia)",0,91.0295759762976,0.147432937854948,"RO",59.263736597585,83,71.8272457954091,58.9275920387069,47.0363719586389,88.5534697703576,48.8482743199562,93.115207843711,98.8359788359789,96.1552028218695,98.7339546333744,56.7920312476117,87.5076173770896,26.6893484569232,70.8694977264953,50.6439045943196,18.8631188142427,68.6961761019914,89.6535865920406,10.932606326281,7.72200772200772,0,16.1542189435141,5.26703887074687,5.62060889929742,46.2610229276896,28.6936374977723,59.6,74.1975308641975,24.4319569997557,5,16.1542189435141,4,16.1542189435141,0.44,6.4,10.2,5.35,0.8,20.90191760712,3.22919533902192,104.11230388109,0.592256170290852,134.618491195951,96.9253136610845,183.081148026493,53.8473964783803,5.38473964783803,42.6996027063064,1.1010184420589,55.5555555555556,6.40784018092725,2,0,5,13.1274131274131,1.47710487444609,18.9189189189189,0,1,21.834061135,27.27768685,2,16.7354803192954,11.2854390311038,2023
1100262,"Rio Crespo",0.003963516,65.4094960096703,1.65821143903199,"RO",53.0967521973972,456,54.6015062817642,56.1509464181221,48.5378038923054,90.5350460165757,19.3222367342368,76.2550672395235,94.8387096774193,86.236559139785,77.720207253886,32.2936751367209,73.9894949462383,14.0732744171905,86.6171107845425,49.923905524517,32.1217070181806,59.9805736795844,78.4674654619947,23.5814694094618,20.8333333333333,0,5.27704485488126,0,4.9953314659197,5.16129032258065,72.6057906458798,16.78,35.6989247311828,45.5321718353586,6,52.5762355415352,6,52.5762355415352,0.3,16.8,23.9,4.1,2.1,7.73267412611674,2.27469858617399,64.194639604476,0.847861913435688,26.2881177707676,52.5762355415352,52.5762355415352,26.2881177707676,0,257.282291842221,22.1181368722352,44.4444444444444,6.04626708727655,6,4,3,14.5833333333333,0,27.0833333333333,0,1,53.561863953,114.94252874,3,35.9094457455113,24.4600572469425,2023
1100288,"Rolim de Moura",0,90.8504955817562,0.313342909026699,"RO",60.7530656245255,45,74.324359499031,61.3437828628469,46.5910545116987,90.5383761359992,65.1379948780432,96.9524214164607,97.8376278648193,99.5468082351418,99.291145766207,44.6686455656209,87.7289118643012,23.822280441909,82.4092086009429,51.4147305442344,31.2529529166354,60.511895413187,73.9639081089276,20.6354616080449,10.2622576966933,44.7593342330184,9.02413052502392,1.80482610500478,5.47861257507048,63.058396995986,27.5659441107339,81.8,89.3823643661789,42.5200198426759,6,34.2916959950909,5,18.0482610500478,0.1,6.2,15.3,5.5,0.4,12.2517100762957,4.80884217072062,100.70854559805,1.24653201310659,34.2916959950909,75.8026964102009,146.190914505387,39.7061743101052,16.243434945043,13.9074606058277,0.143502905933845,66.6666666666667,3.79013482051004,7,0,3,13.4549600912201,0,38.9965792474344,52.083333333,5,13.983569306,25.57326741,2,31.5168257157207,21.3460572576595,2023
1100296,"Santa Luzia D'Oeste",0,81.7002978424028,0.208459753027526,"RO",54.0125598924422,384,61.3844902364437,56.3804703661919,44.2727190746911,83.0917895111826,36.5835856251148,76.9970440820641,52.4397413286302,95.5320399764844,98.8242210464433,48.8655417274132,88.7415850365577,14.6099234289652,71.1371894155555,51.0331835836893,28.8093338079496,50.3110469399062,76.0531750999985,21.9173204509101,20.2020202020202,0,16.0875160875161,16.0875160875161,5.98591549295775,35.2145796590241,2.84848484848485,50.93,58.9653145208701,24.4876203138697,5,16.0875160875161,4,64.3500643500643,0.08,4.8,9.3,5.75,3.8,3.92404353191967,2.11348591944351,91.820935711882,0.41231908448334,80.4375804375804,144.787644787645,128.700128700129,32.1750321750322,16.0875160875161,70.8126005316253,1.346348030966,55.5555555555556,10.9395109395109,5,0,1,16.1616161616162,1.56372165754496,37.3737373737374,0,1,82.007910787,25.46473135,3,30.9660047122181,24.2342645573881,2023
