cod_ibge,nome_mun,sigla_uf,rede_geral_2022,fossa_2022,outra_2022,nada_2022,rede_geral_2010,fossa_2010,outra_2010,nada_2010,rede_geral_2000,fossa_2000,outra_2000,nada_2000
1718204,Porto Nacional,TO,48.77,22.79,28.21,0.22,42.32,22.72,31.730000000000004,3.24,0.28,1.55,88.79,9.39
1718303,Praia Norte,TO,25.92,5.58,68.22,0.29,19.02,0.87,69.1,11.01,0.0,0.37,54.76,44.88
1718402,Presidente Kennedy,TO,1.03,0.0,98.68,0.28,0.65,17.57,76.49,5.3,0.0,2.58,75.1,22.31
1718451,Pugmil,TO,1.02,0.64,98.33,0.0,0.56,0.83,98.47,0.14,0.0,2.44,40.85,56.71
1718501,Recursolândia,TO,0.29,0.29,93.87,5.56,0.22,12.96,42.18999999999999,44.63,0.16,11.09,22.34,66.4
1718550,Riachinho,TO,0.64,75.85,23.11,0.4,0.17,2.26,64.01,33.57,0.0,0.13,27.08,72.8
1718659,Rio da Conceição,TO,0.53,1.76,96.13,1.58,0.22,40.62,56.29,2.87,0.0,0.41,58.68,40.91
1718709,Rio dos Bois,TO,0.42,0.62,92.3,6.66,0.13,2.8,74.71,22.36,0.0,0.7,61.74,37.57
1718758,Rio Sono,TO,1.08,21.81,70.79,6.31,0.65,2.68,56.96,39.7,0.15,1.03,34.51,64.3
1718808,Sampaio,TO,20.97,38.04,40.84,0.16,19.26,0.7,72.32,7.72,0.0,1.3,53.57,45.13
1718840,Sandolândia,TO,8.47,23.26,65.37,2.9,0.0,4.01,90.83,5.16,0.0,0.78,74.91,24.3
1718865,Santa Fé do Araguaia,TO,0.38,0.76,96.88,1.99,0.71,26.29,65.52,7.46,0.17,9.25,42.94,47.65
1718881,Santa Maria do Tocantins,TO,0.65,7.05,89.15,3.15,0.0,12.87,65.56,21.57,0.0,15.74,31.67,52.59
1718899,Santa Rita do Tocantins,TO,0.77,2.95,95.9,0.38,0.15,39.19,48.35,12.31,0.0,34.23,19.610000000000003,46.15
1718907,Santa Rosa do Tocantins,TO,0.96,58.37,35.760000000000005,4.92,0.0,34.28,32.34,33.38,0.11,9.23,29.86,60.8
1719004,Santa Tereza do Tocantins,TO,1.41,1.41,96.83,0.35,1.36,0.45,86.23,11.95,0.22,0.22,64.57,35.0
1720002,Santa Terezinha do Tocantins,TO,0.0,2.4,94.57,3.03,0.15,0.29,79.06,20.5,0.0,0.36,56.00000000000001,43.64
1720101,São Bento do Tocantins,TO,2.05,39.59,56.02,2.35,0.26,3.34,79.94,16.47,0.0,0.13,45.01,54.87
1720150,São Félix do Tocantins,TO,0.0,1.27,95.46,3.27,0.29,68.12,3.19,28.41,0.0,1.24,31.95,66.8
1720200,São Miguel do Tocantins,TO,0.69,5.32,93.52,0.47,0.11,0.15,93.55,6.2,0.05,0.16,63.88,35.91
1720259,São Salvador do Tocantins,TO,3.15,16.43,77.50999999999999,2.91,1.21,15.5,69.38,13.92,0.0,0.77,35.59,63.64
1720309,São Sebastião do Tocantins,TO,0.57,0.16,97.08,2.19,1.85,2.32,90.18,5.65,0.0,0.0,64.05,35.95
1720499,São Valério,TO,0.47,0.06,95.76,3.72,0.59,4.76,78.59000000000002,16.06,0.23,35.92,7.44,56.42
1720655,Silvanópolis,TO,1.74,11.46,85.88,0.93,0.32,0.52,89.75,9.41,0.09,9.91,62.81,27.19
1720804,Sítio Novo do Tocantins,TO,17.79,30.95,50.8,0.46,7.99,4.55,74.66999999999999,12.79,0.24,1.13,69.20000000000002,29.43
1720853,Sucupira,TO,0.68,0.17,98.48,0.68,0.0,0.91,90.2,8.89,0.55,31.04,28.84,39.56
1720903,Taguatinga,TO,24.39,9.34,63.59,2.69,8.57,4.1,68.43,18.89,5.9,1.46,49.76,42.88
1720937,Taipas do Tocantins,TO,0.44,4.56,93.23,1.76,5.1,59.36,18.34,17.2,0.0,0.51,59.23,40.26
1720978,Talismã,TO,33.95,24.78,41.16,0.11,23.5,5.0,62.010000000000005,9.5,0.17,36.27,28.45,35.11
1721000,Palmas,TO,73.26,17.36,9.32,0.05,42.98,25.78,30.500000000000004,0.74,17.07,45.99,31.1,5.84
1721109,Tocantínia,TO,4.8,25.4,40.15,29.65,0.24,21.49,54.91,23.36,0.0,0.08,59.11,40.82
1721208,Tocantinópolis,TO,31.64,41.18,21.78,5.4,0.39,4.92,86.72000000000001,7.97,3.91,1.3,71.07000000000001,23.73
1721257,Tupirama,TO,2.58,4.71,91.34,1.37,1.46,23.85,59.21,15.48,0.0,0.65,46.25,53.09
1721307,Tupiratins,TO,0.15,45.28,48.82000000000001,5.75,0.15,49.54,50.15,0.15,0.0,15.0,28.83,56.18
1722081,Wanderlândia,TO,0.42,3.79,93.94,1.84,0.24,0.48,88.12,11.16,0.08,2.84,61.14,35.93
1722107,Xambioá,TO,1.91,27.55,70.14000000000001,0.4,0.47,6.15,83.8,9.57,0.04,0.46,77.2,22.3
2100055,Açailândia,MA,10.31,24.53,64.94,0.2,2.45,10.61,84.05,2.9,1.06,11.52,66.58999999999999,20.83
2100204,Alcântara,MA,5.44,26.29,66.07,2.21,0.94,5.65,83.9,9.52,0.3,11.5,50.34,37.87
2100402,Altamira do Maranhão,MA,17.69,30.82,49.43000000000001,2.05,0.91,3.3,75.98,19.81,0.05,5.33,21.14,73.47
2100436,Alto Alegre do Maranhão,MA,4.31,38.1,54.66,2.93,1.37,20.0,58.47,20.16,0.09,12.67,49.03,38.21
2100477,Alto Alegre do Pindaré,MA,1.1,16.32,81.16,1.41,1.27,8.26,73.77,16.69,0.0,1.44,42.09,56.47
2100501,Alto Parnaíba,MA,27.64,12.16,47.370000000000005,12.83,1.21,1.25,62.44,35.09,0.05,26.09,20.07,53.8
2100550,Amapá do Maranhão,MA,1.48,0.1,98.22,0.2,0.0,29.47,67.32,3.19,0.0,2.72,66.03,31.24
2100600,Amarante do Maranhão,MA,1.41,7.68,85.08,5.84,0.3,3.82,69.00999999999999,26.87,0.03,5.1,46.09,48.77
2100709,Anajatuba,MA,0.49,7.76,87.33999999999999,4.41,0.66,10.39,65.62,23.33,0.02,13.8,29.55,56.63
2100832,Apicum-Açu,MA,0.1,0.95,98.36,0.59,0.09,0.71,92.83,6.37,0.19,11.52,72.02,16.26
2100873,Araguanã,TO,13.76,68.26,17.38,0.61,2.08,37.69,56.13999999999999,4.09,0.11,16.5,58.69,24.7
2100956,Arame,MA,0.63,0.64,83.34,15.39,4.43,9.01,46.28,40.28,0.03,9.12,14.9,75.94
2101004,Arari,MA,4.46,4.06,89.59,1.9,3.67,46.53,42.22,7.58,0.39,32.45,34.42,32.75
2101103,Axixá,MA,0.63,29.72,66.86999999999999,2.78,0.59,32.93,47.91,18.59,0.0,5.4,41.25,53.34
2101202,Bacabal,MA,22.73,21.46,54.25,1.55,9.91,21.21,58.870000000000005,10.01,6.07,37.7,21.5,34.72
2101251,Bacabeira,MA,2.51,4.73,90.33,2.44,0.68,30.54,55.53,13.23,0.04,9.03,13.34,77.59
2101301,Bacuri,MA,0.82,16.68,81.60000000000001,0.9,0.26,13.25,84.99000000000001,1.5,0.09,1.58,89.0,9.33
2101350,Bacurituba,MA,0.4,34.1,64.75999999999999,0.75,0.14,0.43,85.03999999999999,14.39,0.1,10.78,47.89999999999999,41.22
2101400,Balsas,MA,11.91,56.45,29.47,2.16,0.71,17.72,74.53,7.04,0.17,43.7,37.91,18.23
2101608,Barra do Corda,MA,3.41,11.84,81.76,2.99,0.74,13.37,73.28999999999999,12.59,0.2,14.32,36.02,49.48
2101772,Bela Vista do Maranhão,MA,0.83,76.83,21.25,1.09,1.04,5.61,83.28,10.07,0.05,13.38,72.76,13.81
2101806,Benedito Leite,MA,2.05,2.56,88.38000000000001,7.0,1.41,32.77,34.47,31.36,0.0,10.5,14.86,74.64
2101905,Bequimão,MA,0.18,5.65,90.86,3.31,0.35,4.88,81.44,13.32,0.11,0.74,57.91,41.24
2101939,Bernardo do Mearim,MA,2.27,62.62,35.06,0.06,0.6,27.27,49.27,22.86,0.08,9.36,22.56,68.0
2101970,Boa Vista do Gurupi,MA,0.47,3.22,94.96,1.35,0.0,4.68,90.81,4.51,0.0,12.65,65.41,21.94
2102002,Bom Jardim,MA,6.4,39.22,52.150000000000006,2.24,1.42,2.52,82.34,13.72,0.5,13.2,6.9,79.39
2102036,Bom Jesus das Selvas,MA,1.73,1.66,94.06,2.54,2.15,20.51,71.42999999999999,5.91,0.03,0.47,53.17,46.34
2102077,Bom Lugar,MA,8.12,62.33,28.9,0.65,0.54,1.25,80.57,17.64,0.0,0.66,29.26,70.07
2102150,Brejo de Areia,MA,0.79,71.0,19.61,8.61,0.0,0.31,75.67,24.02,0.0,0.84,13.27,85.9
2102309,Buriti Bravo,MA,0.48,10.54,82.91999999999999,6.07,0.19,6.34,70.94,22.53,0.06,0.37,56.74,42.82
2102325,Buriticupu,MA,8.94,23.1,67.15,0.81,0.83,5.91,83.83999999999999,9.42,0.07,6.18,55.06,38.69
2102358,Buritirana,MA,0.22,1.85,97.51,0.41,0.4,4.0,84.14999999999999,11.44,0.0,1.53,65.47999999999999,32.99
2102374,Cachoeira Grande,MA,0.11,5.89,89.03999999999999,4.96,0.06,2.49,54.17999999999999,43.28,0.07,2.27,4.4,93.25
2102408,Cajapió,MA,0.32,0.86,97.64,1.18,0.31,30.97,49.65,19.07,0.3,3.65,65.02999999999999,31.02
2102507,Cajari,MA,0.33,3.22,92.13,4.32,0.72,3.57,78.53,17.18,0.11,6.29,28.31,65.29
2102556,Campestre do Maranhão,MA,17.39,43.36,38.6,0.65,0.65,1.39,93.92,4.04,0.04,17.69,52.49,29.79
2102606,Cândido Mendes,MA,0.14,1.07,98.36,0.42,0.07,18.8,75.52,5.6,0.03,9.72,74.08999999999999,16.16
2102705,Cantanhede,MA,1.71,20.64,70.45,7.2,0.81,33.42,49.37,16.4,0.11,13.76,24.34,61.79
2102754,Capinzal do Norte,MA,0.61,1.4,91.76,6.23,2.29,6.77,62.6,28.33,0.0,7.43,24.04,68.53
2102804,Carolina,MA,23.81,3.39,66.71,6.09,10.0,20.03,54.77,15.19,4.01,34.27,18.33,43.39
2102903,Carutapera,MA,3.72,2.55,93.02,0.71,0.34,20.0,71.42,8.24,0.68,8.47,79.16000000000001,11.69
2103109,Cedral,MA,0.84,74.05,24.73,0.37,1.0,0.73,94.35,3.93,0.15,1.65,37.16,61.05
2103125,Central do Maranhão,MA,0.18,1.09,97.24,1.49,0.91,6.27,90.9,1.92,0.06,0.56,63.63999999999999,35.74
2103158,Centro do Guilherme,MA,0.64,74.57,22.94,1.86,0.15,6.59,84.42,8.83,0.0,0.52,31.15,68.33
2103174,Centro Novo do Maranhão,MA,0.11,1.75,96.27,1.86,0.15,10.77,74.59,14.5,0.0,0.67,13.77,85.56
2103257,Cidelândia,MA,4.32,68.56,26.91,0.22,0.51,0.26,90.81,8.42,0.08,0.42,71.16,28.34
2103307,Codó,MA,13.48,39.78,38.67,8.07,9.75,15.13,52.86,22.25,4.76,17.12,34.02,44.09
2103505,Colinas,MA,1.47,9.42,83.44,5.67,0.32,4.32,70.03,25.32,0.01,13.55,31.98,54.46
2103554,Conceição do Lago-Açu,MA,2.36,45.7,46.14,5.8,0.12,2.37,60.5,37.02,0.0,0.27,6.8,92.93
2103604,Coroatá,MA,7.64,40.89,42.4,9.08,3.88,16.76,56.85,22.52,0.36,18.26,33.7,47.69
2103703,Cururupu,MA,3.27,31.78,64.22,0.72,0.31,2.35,93.35,3.99,0.08,15.14,74.02,10.76
2103752,Davinópolis,MA,9.39,32.33,57.82,0.46,0.03,20.92,73.92000000000002,5.12,0.04,19.39,65.81,14.77
2103802,Dom Pedro,MA,9.23,34.06,55.24,1.48,4.42,13.12,74.03,8.43,0.04,36.2,32.86,30.89
2104008,Esperantinópolis,MA,5.06,81.03,11.43,2.49,1.93,11.46,61.81,24.79,1.25,3.13,26.58,69.04
2104057,Estreito,MA,7.93,8.39,80.61000000000001,3.08,1.17,7.87,79.32,11.66,0.17,20.29,57.60999999999999,21.93
2104073,Feira Nova do Maranhão,MA,0.28,1.77,90.91,7.05,0.3,9.66,47.1,42.93,0.07,4.87,17.65,77.42
2104081,Fernando Falcão,MA,6.63,0.11,65.96000000000001,27.29,0.0,0.05,40.51,59.44,0.0,0.21,0.72,99.07
2104099,Formosa da Serra Negra,MA,0.59,0.33,79.55,19.54,0.05,1.7,53.97,44.28,0.0,0.39,11.79,87.81
2104107,Fortaleza dos Nogueiras,MA,0.28,12.58,84.91,2.23,0.46,2.88,76.35,20.32,0.14,0.5,34.25,65.11
2104206,Fortuna,MA,3.15,5.88,87.38000000000001,3.58,0.64,2.95,80.82000000000001,15.59,0.06,20.3,41.68,37.96
2104305,Godofredo Viana,MA,0.57,2.26,96.75,0.41,0.36,27.13,69.43,3.07,0.64,7.93,72.68,18.75
2104404,Gonçalves Dias,MA,1.97,7.49,79.39999999999999,11.14,0.55,2.74,65.28,31.43,0.25,20.59,19.14,60.02
2104503,Governador Archer,MA,3.17,0.24,90.66,5.93,2.33,6.56,71.76,19.36,0.0,9.95,39.17,50.88
2104552,Governador Edison Lobão,MA,4.37,59.11,36.28,0.24,1.01,32.44,62.540000000000006,4.0,0.12,9.59,66.27,24.01
2104602,Governador Eugênio Barros,MA,0.25,0.37,89.62,9.77,0.54,1.64,64.67999999999999,33.15,0.06,9.96,22.2,67.78
2104628,Governador Luiz Rocha,MA,0.41,0.0,95.97,3.62,0.26,18.97,56.24,24.52,0.0,10.69,26.75,62.56
2104651,Governador Newton Bello,MA,2.14,55.88,40.23,1.75,0.92,1.91,76.09,21.07,0.08,0.49,15.39,84.04
2104677,Governador Nunes Freire,MA,6.16,11.52,82.06,0.27,0.19,39.72,55.02,5.07,0.02,10.95,43.77,45.27
2104701,Graça Aranha,MA,1.11,0.46,95.25,3.19,0.77,2.71,77.92,18.61,0.0,18.81,49.42,31.77
2104800,Grajaú,MA,2.34,9.46,79.15,9.06,1.67,3.39,73.45,21.49,1.19,0.83,47.3,50.68
2104909,Guimarães,MA,0.4,33.53,65.44,0.63,0.6,1.92,95.04000000000002,2.44,0.0,0.87,91.21,7.92
2105104,Icatu,MA,3.28,11.53,82.05999999999999,3.12,0.43,4.4,87.41,7.76,0.14,1.24,51.510000000000005,47.1
2105153,Igarapé do Meio,MA,6.15,20.38,72.27,1.19,0.17,1.13,82.66,16.04,0.05,8.35,15.8,75.8
2105203,Igarapé Grande,MA,12.35,19.71,67.23,0.71,2.21,15.55,66.33999999999999,15.9,1.56,19.63,22.940000000000005,55.86
2105302,Imperatriz,MA,46.6,36.97,16.32,0.1,35.49,14.46,48.4,1.64,24.72,39.99,25.489999999999995,9.79
2105351,Itaipava do Grajaú,MA,3.7,39.52,47.91,8.87,1.34,1.71,58.35,38.6,0.0,1.49,6.3,92.22
2105401,Itapecuru Mirim,MA,12.01,13.95,71.72,2.32,2.29,29.58,57.06,11.07,0.2,26.97,26.39,46.44
2105427,Itinga do Maranhão,MA,1.11,13.15,85.38,0.37,1.33,7.05,85.94,5.68,0.11,18.02,63.24,18.63
2105450,Jatobá,MA,0.88,5.7,91.01,2.41,3.18,28.2,48.5,20.11,0.09,3.89,39.76,56.26
2105476,Jenipapo dos Vieiras,MA,10.32,0.11,77.11999999999999,12.44,0.52,2.12,46.370000000000005,50.99,0.0,2.84,14.88,82.27
2105500,João Lisboa,MA,3.23,39.67,56.68000000000001,0.42,0.52,6.68,87.72000000000001,5.07,0.09,1.74,73.44,24.73
2105609,Joselândia,MA,1.37,21.0,73.4,4.23,0.56,2.3,63.58,33.55,0.76,7.94,12.74,78.56
2105658,Junco do Maranhão,MA,1.4,0.0,97.54,1.07,0.2,51.22,40.57,8.01,0.0,9.02,64.45,26.52
2105708,Lago da Pedra,MA,3.26,25.58,67.88,3.27,5.78,12.38,68.12,13.72,3.52,0.97,39.11,56.4
2105807,Lago do Junco,MA,6.0,47.54,42.95,3.52,7.94,12.46,55.34,24.26,2.31,2.88,47.50000000000001,47.31
2105906,Lago Verde,MA,1.63,40.92,55.4,2.07,0.49,11.73,60.72,27.06,0.0,14.3,14.78,70.92
2105948,Lago dos Rodrigues,MA,1.14,5.46,92.82,0.57,0.19,0.73,81.66,17.42,0.05,21.71,40.51,37.72
2105963,Lagoa Grande do Maranhão,MA,0.92,1.31,96.62,1.16,0.12,3.87,79.82000000000001,16.18,0.0,2.07,9.63,88.3
2105989,Lajeado Novo,MA,1.79,66.23,30.820000000000004,1.15,0.22,5.63,61.61,32.55,0.0,16.95,29.28,53.77
2106003,Lima Campos,MA,19.27,38.32,39.36,3.06,8.12,1.07,76.76,14.05,1.81,19.34,43.77,35.08
2106102,Loreto,MA,1.0,79.43,16.76,2.81,1.16,12.81,55.620000000000005,30.41,0.0,6.24,34.580000000000005,59.18
2106201,Luís Domingues,MA,0.8,1.56,97.45,0.19,0.38,35.48,56.260000000000005,7.88,0.0,0.17,85.64,14.19
2106326,Maracaçumé,MA,0.2,8.35,91.15,0.3,0.09,41.15,53.63,5.14,0.17,10.78,70.99,18.06
2106359,Marajá do Sena,MA,0.21,16.11,68.88000000000001,14.81,0.11,7.28,27.46,65.15,0.0,0.43,9.92,89.65
2106375,Maranhãozinho,MA,2.53,0.78,95.52,1.17,0.48,43.65,41.0,14.86,0.06,1.96,31.21,66.77
2106508,Matinha,MA,0.37,2.7,95.77,1.17,0.5,9.65,79.91000000000001,9.94,0.1,9.0,54.870000000000005,36.03
2106631,Matões do Norte,MA,7.4,5.56,78.15,8.89,0.71,1.7,61.49,36.1,0.0,7.3,3.06,89.64
2106706,Mirador,MA,1.38,3.8,80.18,14.63,0.94,1.59,54.31,43.15,0.05,13.57,16.89,69.49
2106755,Miranda do Norte,MA,11.48,17.18,70.64000000000001,0.7,0.9,5.6,89.94,3.56,0.11,27.36,44.81,27.72
2106805,Mirinzal,MA,13.68,50.52,35.32000000000001,0.49,0.17,3.5,93.59,2.74,0.0,0.18,82.42,17.39
2106904,Monção,MA,1.26,16.3,80.77000000000001,1.67,2.4,5.21,78.89,13.5,0.07,6.22,64.36000000000001,29.34
2107001,Montes Altos,MA,1.39,76.52,12.98,9.11,0.13,5.49,64.03,30.36,0.04,1.6,36.25,62.1
2107100,Morros,MA,0.39,10.91,83.31,5.4,1.09,2.2,74.52,22.19,0.07,0.4,30.98,68.55
2107258,Nova Colinas,MA,0.14,1.22,91.65,6.99,0.08,0.51,73.07000000000001,26.35,0.0,4.18,18.94,76.88
2107308,Nova Iorque,MA,29.09,11.99,40.77,18.14,1.66,13.42,46.56,38.36,14.51,0.28,40.3,44.92
2107357,Nova Olinda do Maranhão,MA,1.28,19.5,78.16,1.05,0.64,1.83,89.58999999999999,7.93,0.1,13.25,55.67999999999999,30.98
2107407,Olho d'Água das Cunhãs,MA,2.56,46.68,49.81,0.95,1.73,11.26,73.89,13.12,0.27,28.36,21.94,49.43
2107456,Olinda Nova do Maranhão,MA,3.39,2.36,91.21,3.05,0.31,7.58,66.9,25.22,0.09,2.42,35.61,61.88
2107506,Paço do Lumiar,MA,42.38,42.57,14.829999999999998,0.22,29.52,25.67,43.28,1.52,37.91,16.19,28.84,17.07
2107605,Palmeirândia,MA,2.29,28.74,63.650000000000006,5.31,0.4,3.07,66.14,30.38,0.08,0.59,39.10999999999999,60.22
2107704,Paraibano,MA,4.33,0.24,94.14,1.29,1.08,4.78,76.98,17.15,0.02,1.27,63.21,35.49
2108009,Pastos Bons,MA,0.25,3.43,92.29,4.04,0.36,4.5,74.27,20.86,0.09,0.41,49.190000000000005,50.32
2108108,Paulo Ramos,MA,1.59,29.23,66.02,3.16,0.25,2.25,69.83,27.67,0.2,0.64,39.91,59.26
2108207,Pedreiras,MA,28.33,21.48,49.650000000000006,0.55,19.45,21.88,49.33,9.35,17.1,27.41,24.91,30.58
2108256,Pedro do Rosário,MA,0.29,10.33,86.92,2.46,0.55,3.52,77.62,18.33,0.06,0.39,36.5,63.07
2108306,Penalva,MA,0.69,7.65,89.35,2.31,0.37,4.9,80.01,14.73,0.07,7.76,54.89000000000001,37.28
2108405,Peri Mirim,MA,0.48,7.56,91.2,0.77,0.33,12.87,78.09,8.7,0.03,0.62,69.88999999999999,29.46
2108454,Peritoró,MA,1.05,15.55,64.43,18.97,1.32,9.01,53.06,36.59,0.1,6.69,14.73,78.48
2108504,Pindaré-Mirim,MA,20.32,46.61,32.3,0.76,2.09,5.29,85.13000000000001,7.49,0.14,29.94,46.53,23.4
2108603,Pinheiro,MA,2.81,15.44,80.66000000000001,1.08,1.03,49.69,43.72,5.57,0.14,13.39,65.82,20.65
2108702,Pio XII,MA,8.5,39.84,46.63,5.02,0.3,1.69,82.11,15.9,0.14,6.48,34.95000000000001,58.44
2108801,Pirapemas,MA,0.67,10.44,83.55000000000001,5.34,0.62,12.99,57.330000000000005,29.05,0.0,6.42,25.57,68.0
2108900,Poção de Pedras,MA,13.29,48.71,35.15,2.86,9.93,13.67,59.34,17.06,5.23,18.63,11.94,64.22
2109007,Porto Franco,MA,7.35,15.1,75.52000000000001,2.02,0.41,2.71,84.73,12.15,0.05,40.01,37.18,22.77
2109056,Porto Rico do Maranhão,MA,0.48,88.41,10.41,0.69,0.51,30.64,63.02,5.83,0.0,1.55,75.35,23.1
2109106,Presidente Dutra,MA,8.84,19.9,70.55,0.72,4.21,19.08,65.88,10.82,0.41,38.91,23.4,37.28
2109205,Presidente Juscelino,MA,0.28,14.33,75.91999999999999,9.46,0.24,18.8,41.38,39.57,0.14,1.01,28.94,69.9
2109239,Presidente Médici,RO,5.21,25.89,68.80999999999999,0.08,0.76,0.88,97.19,1.17,0.28,0.51,89.67999999999999,9.53
2109270,Presidente Sarney,MA,4.26,6.93,88.11999999999999,0.69,0.17,2.07,90.71999999999998,7.03,0.07,1.65,51.52,46.75
2109304,Presidente Vargas,MA,2.76,3.86,88.78000000000002,4.6,0.12,4.82,70.72999999999999,24.33,0.05,7.82,19.81,72.33
2109452,Raposa,MA,7.48,30.0,61.47,1.05,1.27,16.19,77.07,5.46,0.28,7.89,56.45,35.38
2109502,Riachão,MA,0.27,19.9,69.71,10.12,0.68,9.61,64.69000000000001,25.01,0.22,20.09,9.85,69.84
2109551,Ribamar Fiquene,MA,12.24,2.18,84.10000000000001,1.48,0.47,20.36,61.03,18.14,0.0,13.81,6.8,79.4
2109601,Rosário,MA,5.01,35.4,57.57,2.02,2.01,5.5,87.83999999999999,4.65,0.51,4.11,71.83999999999999,23.55
2109700,Sambaíba,MA,0.48,17.93,64.56,17.03,0.0,16.22,44.63,39.15,0.0,0.28,43.22,56.49
2109759,Santa Filomena do Maranhão,MA,0.5,11.54,77.86,10.09,0.8,9.87,43.2,46.12,0.0,10.07,4.430000000000001,85.5
2109809,Santa Helena,MA,0.41,11.54,82.45,5.6,0.16,4.35,90.69,4.81,0.11,0.32,29.32,70.25
2109908,Santa Inês,MA,26.3,43.08,30.33,0.29,7.25,28.81,60.44,3.5,3.99,49.17,28.09,18.75
2110005,Santa Luzia,MA,6.04,14.74,76.67,2.54,1.25,8.47,70.92,19.36,0.32,14.22,23.25,62.2
2110039,Santa Luzia do Paruá,MA,0.36,4.49,94.84,0.31,0.24,14.39,78.62,6.74,0.1,17.77,42.47,39.67
2110203,Santa Rita,MA,1.02,4.12,91.19,3.68,0.2,13.51,69.91000000000001,16.38,0.02,0.4,39.370000000000005,60.21
2110302,Santo Antônio dos Lopes,MA,13.0,17.55,65.5,3.94,1.1,4.07,57.47,37.37,0.09,17.37,18.83,63.71
2110500,São Bento,MA,0.82,3.91,91.81,3.46,2.03,8.23,72.02,17.74,0.16,7.15,50.74,41.96
2110658,São Domingos do Azeitão,MA,0.36,19.52,77.68,2.45,0.42,0.77,82.43,16.38,0.0,25.08,47.06,27.85
2110708,São Domingos do Maranhão,MA,4.09,11.23,82.86,1.83,1.49,18.37,63.73,16.41,0.18,17.63,39.040000000000006,43.15
2110807,São Félix de Balsas,MA,0.14,3.75,75.55,20.57,0.0,0.99,58.59,40.43,0.09,1.81,29.64,68.45
2110856,São Francisco do Brejão,MA,0.32,12.16,87.09,0.42,0.41,8.67,83.71,7.21,0.13,22.49,58.18,19.2
2111003,São João Batista,MA,0.1,12.79,85.12,2.0,0.69,22.36,61.620000000000005,15.33,0.02,10.85,47.34,41.78
2111029,São João do Carú,MA,1.03,4.1,92.09,2.77,0.23,1.0,79.02999999999999,19.74,0.0,2.83,32.54,64.62
2111052,São João do Paraíso,MA,0.75,0.53,94.36,4.37,0.21,2.3,64.06,33.44,0.05,14.55,3.0500000000000003,82.36
2111078,São João do Soter,MA,1.75,46.85,30.950000000000003,20.45,0.07,2.63,52.54,44.77,0.03,1.72,23.02,75.24
2111201,São José de Ribamar,MA,32.27,46.91,20.49,0.32,9.72,36.0,51.93,2.35,9.28,31.52,39.25,19.95
2111250,São José dos Basílios,MA,0.62,0.47,94.54,4.36,1.82,0.16,61.72,36.3,0.06,10.39,8.87,80.68
2111300,São Luís,MA,53.64,29.6,16.49,0.27,46.68,19.77,31.65,1.9,41.3,11.14,32.42,15.14
2111409,São Luís Gonzaga do Maranhão,MA,18.9,40.54,34.19,6.37,1.34,7.65,62.53,28.48,0.47,0.74,25.78,73.0
2111508,São Mateus do Maranhão,MA,9.37,17.86,68.37,4.41,0.6,6.89,75.39,17.12,0.18,0.22,65.83,33.77
2111532,São Pedro da Água Branca,MA,2.54,1.68,94.94,0.84,0.23,3.75,87.21,8.8,0.16,19.16,62.87,17.8
2111573,São Pedro dos Crentes,MA,6.96,0.64,88.48000000000002,3.92,0.09,0.18,72.03,27.69,0.0,13.56,25.15,61.28
2111607,São Raimundo das Mangabeiras,MA,3.59,13.19,77.11999999999999,6.09,0.11,5.43,77.60999999999999,16.85,0.06,1.48,38.81,59.65
2111631,São Raimundo do Doca Bezerra,MA,0.18,13.65,82.91000000000001,3.26,0.07,13.83,60.24,25.86,0.0,3.23,1.54,95.23
2111672,São Roberto,MA,2.86,30.55,63.6,3.0,0.15,24.16,30.7,44.98,0.0,0.57,9.71,89.71
2111706,São Vicente Ferrer,MA,0.27,16.1,79.93,3.7,0.14,4.2,62.2,33.46,0.0,8.14,26.98,64.88
2111722,Satubinha,MA,1.35,18.0,76.21,4.45,0.68,3.32,67.2,28.79,0.0,1.28,9.53,89.19
2111748,Senador Alexandre Costa,MA,0.0,0.46,92.55,6.97,0.08,2.17,61.71,36.03,0.0,5.31,33.43,61.25
2111763,Senador La Rocque,MA,16.13,10.38,72.83,0.65,1.28,17.03,73.24000000000001,8.44,0.17,6.02,68.66,25.15
2111789,Serrano do Maranhão,MA,1.43,37.17,60.13,1.27,0.4,0.26,93.48,5.85,0.15,1.0,93.04,5.82
2111805,Sítio Novo,MA,2.31,10.56,77.36999999999999,9.76,0.41,3.15,52.10999999999999,44.33,0.07,19.18,13.65,67.1
2111904,Sucupira do Norte,MA,2.43,8.38,83.10999999999999,6.08,0.11,1.11,70.74,28.04,0.0,0.56,46.64,52.79
2112001,Tasso Fragoso,MA,26.54,11.26,52.31,9.89,0.57,1.34,69.06,29.03,0.15,23.69,10.69,65.47
2112100,Timbiras,MA,3.25,25.68,57.89999999999999,13.17,0.26,14.62,54.23,30.88,0.16,8.1,27.69,64.05
2112233,Trizidela do Vale,MA,20.68,40.04,38.3,0.98,1.71,13.76,73.44,11.09,1.45,11.4,47.42,39.72
2112274,Tufilândia,MA,5.49,12.51,78.36,3.64,2.4,2.84,75.75,19.01,0.0,2.41,64.72,32.86
2112308,Tuntum,MA,11.98,2.6,80.42000000000002,5.0,5.27,6.77,66.03999999999999,21.91,1.24,12.46,18.320000000000004,67.98
2112407,Turiaçu,MA,0.32,0.23,98.6,0.84,0.51,6.8,86.28999999999999,6.4,0.14,3.06,57.010000000000005,39.77
