cod_ibge,nome_mun,sigla_uf,rede_geral_2000,rede_geral_2010,rede_geral_2022,outras_2000,outras_2010,outras_2022
5106000,Nortelândia,MT,80.51,76.85,82.11,19.49,23.16,17.89
5106109,Nossa Senhora do Livramento,MT,24.96,32.29,37.28,75.04,67.72,62.72
5106158,Nova Bandeirantes,MT,23.58,31.67,42.01,76.43,68.34,57.99
5106174,Nova Nazaré,MT,0.0,47.76,48.9,0.0,52.23,51.09
5106182,Nova Lacerda,MT,43.95,54.23,53.56,56.05,45.76,46.44
5106190,Nova Santa Helena,MT,0.0,59.53,67.2,0.0,40.47,32.8
5106208,Nova Brasilândia,MT,63.02,70.83,73.31,36.98,29.18,26.69
5106216,Nova Canaã do Norte,MT,28.98,46.13,60.57,71.02,53.86,39.43
5106224,Nova Mutum,MT,72.59,83.09,88.13,27.42,16.91,11.87
5106232,Nova Olímpia,MT,78.41,89.04,88.13,21.6,10.96,11.87
5106240,Nova Ubiratã,MT,62.78,58.99,73.16,37.22,41.01,26.84
5106257,Nova Xavantina,MT,74.86,76.29,81.36,25.14,23.71,18.63
5106265,Novo Mundo,MT,14.55,24.17,38.25,85.46,75.82,61.75
5106273,Novo Horizonte do Norte,MT,44.92,54.23,57.61,55.08,45.77,42.39
5106281,Novo São Joaquim,MT,41.79,58.22,65.02,58.21,41.78,34.98
5106299,Paranaíta,MT,25.26,44.96,59.07,74.74,55.04,40.93
5106307,Paranatinga,MT,57.13,76.28,79.47,42.87,23.72,20.54
5106315,Novo Santo Antônio,MT,0.0,5.52,22.28,0.0,94.49,77.72
5106372,Pedra Preta,MT,80.14,76.07,83.96,19.86,23.93,16.04
5106422,Peixoto de Azevedo,MT,50.91,56.04,71.78,49.09,43.96,28.21
5106455,Planalto da Serra,MT,58.73,77.52,77.23,41.27,22.49,22.76
5106505,Poconé,MT,61.77,68.44,71.8,38.23,31.57,28.2
5106653,Pontal do Araguaia,MT,75.7,79.2,83.3,24.3,20.8,16.71
5106703,Ponte Branca,MT,81.44,86.9,85.97,18.56,13.1,14.03
5106752,Pontes e Lacerda,MT,35.82,62.6,76.4,64.19,37.4,23.6
5106778,Porto Alegre do Norte,MT,33.29,51.26,54.94,66.72,48.75,45.06
5106802,Porto dos Gaúchos,MT,54.34,68.28,76.62,45.66,31.72,23.38
5106828,Porto Esperidião,MT,34.89,49.48,59.44,65.11,50.52,40.56
5106851,Porto Estrela,MT,42.52,62.65,54.88,57.49,37.36,45.13
5107008,Poxoréu,MT,70.09,71.35,51.44,29.91,28.65,48.56
5107040,Primavera do Leste,MT,45.15,71.51,83.7,54.85,28.5,16.3
5107065,Querência,MT,6.81,54.66,84.11,93.19,45.33,15.89
5107107,São José dos Quatro Marcos,MT,63.95,72.3,76.96,36.05,27.71,23.04
5107156,Reserva do Cabaçal,MT,64.51,70.25,78.3,35.49,29.74,21.7
5107180,Ribeirão Cascalheira,MT,36.12,56.79,66.47,63.88,43.21,33.53
5107198,Ribeirãozinho,MT,75.66,84.25,87.62,24.34,15.74,12.38
5107206,Rio Branco,MT,75.55,84.77,83.49,24.44,15.23,16.52
5107248,Santa Carmem,MT,67.76,74.4,75.74,32.24,25.6,24.27
5107263,Santo Afonso,MT,25.18,47.03,63.85,74.81,52.98,36.16
5107297,São José do Povo,MT,56.88,72.96,44.52,43.12,27.03,55.48
5107305,São José do Rio Claro,MT,79.95,77.71,84.18,20.05,22.28,15.82
5107354,São José do Xingu,MT,31.25,70.36,82.07,68.76,29.63,17.94
5107404,São Pedro da Cipa,MT,75.31,89.03,92.15,24.69,10.98,7.86
5107578,Rondolândia,MT,0.0,1.86,28.31,0.0,98.14,71.7
5107602,Rondonópolis,MT,91.36,94.01,93.9,8.65,5.99,6.11
5107701,Rosário Oeste,MT,56.05,57.66,59.51,43.95,42.36,40.48
5107743,Santa Cruz do Xingu,MT,0.0,62.48,69.33,0.0,37.52,30.67
5107750,Salto do Céu,MT,48.97,55.85,57.18,51.02,44.15,42.81
5107768,Santa Rita do Trivelato,MT,0.0,58.72,64.95,0.0,41.28,35.05
5107776,Santa Terezinha,MT,36.15,42.96,40.93,63.84,57.04,59.07
5107792,Santo Antônio do Leste,MT,0.0,58.32,64.01,0.0,41.68,35.99
5107800,Santo Antônio de Leverger,MT,36.47,46.06,51.03,63.53,53.94,48.97
5107859,São Félix do Araguaia,MT,36.81,55.18,58.25,63.18,44.81,41.76
5107875,Sapezal,MT,70.24,83.41,91.8,29.76,16.59,8.21
5107883,Serra Nova Dourada,MT,0.0,52.39,10.61,0.0,47.61,89.39
5107909,Sinop,MT,20.21,69.72,89.17,79.79,30.27,10.83
5107925,Sorriso,MT,74.75,87.48,92.27,25.25,12.53,7.73
5107941,Tabaporã,MT,3.01,50.31,66.76,96.98,49.69,33.24
5107958,Tangará da Serra,MT,70.76,87.67,89.41,29.23,12.33,10.59
5108006,Tapurah,MT,61.24,74.61,79.47,38.76,25.39,20.53
5108055,Terra Nova do Norte,MT,14.49,45.97,54.51,85.51,54.03,45.49
5108105,Tesouro,MT,69.54,68.3,73.25,30.47,31.7,26.75
5108204,Torixoréu,MT,74.71,76.48,74.32,25.29,23.51,25.67
5108303,União do Sul,MT,70.06,72.39,62.05,29.94,27.61,37.96
5108352,Vale de São Domingos,MT,0.0,41.1,46.81,0.0,58.89,53.19
5108402,Várzea Grande,MT,78.51,83.33,83.24,21.49,16.66,16.76
5108501,Vera,MT,31.5,61.48,77.26,68.5,38.52,22.73
5108600,Vila Rica,MT,16.8,13.92,21.73,83.2,86.08,78.27
5108808,Nova Guarita,MT,34.83,39.0,62.63,65.17,61.0,37.36
5108857,Nova Marilândia,MT,52.3,58.79,74.94,47.71,41.21,25.06
5108907,Nova Maringá,MT,50.44,73.56,72.83,49.56,26.42,27.17
5108956,Nova Monte Verde,MT,0.17,1.68,15.57,99.83,98.32,84.44
